,column,count,missing_count_x,missing_pct,min_value,max_value,range_value,mean_value,median_value,std_dev,coef_of_variation,p25,p75,iqr_x,skewness_x,kurtosis_x,zero_count,negative_count,q1_x,q3_x,iqr_y,lower_bound,upper_bound,outlier_count_x,outlier_percentage,dtype,non_null_count,missing_count_y,missing_rate,unique_count,mean,median,std,min,q1_y,q3_y,max,iqr,skewness_y,kurtosis_y,outlier_count_y,outlier_rate,skew_label,variance_flag,normality_pvalue,normality_label
60,BUREAU_AMT_CREDIT_SUM_DEBT_SUM,263491,44020,14.3149,-6981558.21,334498331.205,341479889.415,640650.2566,169020.0,1633960.9322,2.5505,0.0,660062.115,660062.115,38.9055,6723.5158,77049,1296,0.0,660062.115,660062.115,-990093.1725,1650155.2875,25404,9.6413,float64,263491,44020,0.1431,154999,640650.2566,169020.0,1633960.9322,-6981558.21,0.0,660062.115,334498331.205,660062.115,38.9057,6723.6434,25404,0.0964,highly_skewed,variable,0.0,non_normal
61,BUREAU_AMT_CREDIT_SUM_LIMIT_MAX,242442,65069,21.1599,-1747.035,4705600.32,4707347.355,22280.6383,0.0,85261.27,3.8267,0.0,0.0,0.0,9.5329,229.7414,193649,1,0.0,0.0,0.0,0.0,0.0,48793,20.1256,float64,242442,65069,0.2116,34311,22280.6383,0.0,85261.27,-1747.035,0.0,0.0,4705600.32,0.0,9.5329,229.7462,0,0.0,highly_skewed,variable,0.0,non_normal
62,BUREAU_AMT_CREDIT_SUM_LIMIT_MEAN,242442,65069,21.1599,-97891.6613,4500000.0,4597891.6612,5901.4756,0.0,30091.6563,5.099,0.0,0.0,0.0,28.011,2554.7702,193590,127,0.0,0.0,0.0,0.0,0.0,48852,20.15,float64,242442,65069,0.2116,38928,5901.4756,0.0,30091.6563,-97891.6612,0.0,0.0,4500000.0,0.0,28.0111,2554.8229,0,0.0,highly_skewed,variable,0.0,non_normal
63,BUREAU_AMT_CREDIT_SUM_LIMIT_SUM,263491,44020,14.3149,-579854.115,8129328.21,8709182.325,23563.4747,0.0,100133.6115,4.2495,0.0,0.0,0.0,11.9082,400.0655,214639,127,0.0,0.0,0.0,0.0,0.0,48852,18.5403,float64,263491,44020,0.1431,37278,23563.4747,0.0,100133.6115,-579854.115,0.0,0.0,8129328.21,0.0,11.9082,400.0731,0,0.0,highly_skewed,variable,0.0,non_normal
64,BUREAU_AMT_CREDIT_SUM_MAX,263490,44021,14.3153,0.0,396000000.0,396000000.0,976004.1487,450000.0,2087565.9052,2.1389,180000.0,1043914.5,863914.5,39.5001,5517.2854,1082,0,180000.0,1043914.5,863914.5,-1115871.75,2339786.25,23469,8.907,float64,263490,44021,0.1432,65160,976004.1487,450000.0,2087565.9052,0.0,180000.0,1043914.5,396000000.0,863914.5,39.5003,5517.3901,23469,0.0891,highly_skewed,variable,0.0,non_normal
65,BUREAU_AMT_CREDIT_SUM_MEAN,263490,44021,14.3153,0.0,198072344.25,198072344.25,378080.2008,195507.1841,891673.1162,2.3584,103500.0,394116.2201,290616.2201,67.623,12028.7465,1082,0,103500.0,394116.2201,290616.2201,-332424.3302,830040.5503,24086,9.1411,float64,263490,44021,0.1432,209581,378080.2008,195507.1841,891673.1162,0.0,103500.0,394116.2201,198072344.25,290616.2201,67.6234,12028.9748,24086,0.0914,highly_skewed,variable,0.0,non_normal
66,BUREAU_AMT_CREDIT_SUM_OVERDUE_MAX,263491,44020,14.3149,0.0,3756681.0,3756681.0,184.9702,0.0,14388.2402,77.7868,0.0,0.0,0.0,178.4186,39601.7116,260157,0,0.0,0.0,0.0,0.0,0.0,3334,1.2653,float64,263491,44020,0.1431,1203,184.9702,0.0,14388.2402,0.0,0.0,0.0,3756681.0,0.0,178.4196,39602.4631,0,0.0,highly_skewed,variable,0.0,non_normal
67,BUREAU_AMT_CREDIT_SUM_OVERDUE_MEAN,263491,44020,14.3149,0.0,1617403.5,1617403.5,49.5493,0.0,5291.7346,106.7974,0.0,0.0,0.0,218.3496,55996.2373,260157,0,0.0,0.0,0.0,0.0,0.0,3334,1.2653,float64,263491,44020,0.1431,1872,49.5493,0.0,5291.7346,0.0,0.0,0.0,1617403.5,0.0,218.3509,55997.2999,0,0.0,highly_skewed,variable,0.0,non_normal
68,BUREAU_AMT_CREDIT_SUM_OVERDUE_SUM,263491,44020,14.3149,0.0,3756681.0,3756681.0,223.0343,0.0,16497.1933,73.9671,0.0,0.0,0.0,152.5789,28188.9602,260157,0,0.0,0.0,0.0,0.0,0.0,3334,1.2653,float64,263491,44020,0.1431,1218,223.0343,0.0,16497.1933,0.0,0.0,0.0,3756681.0,0.0,152.5798,28189.4952,0,0.0,highly_skewed,variable,0.0,non_normal
69,BUREAU_AMT_CREDIT_SUM_SUM,263491,44020,14.3149,0.0,1017957917.385,1017957917.385,1955806.5861,961704.0,4101727.7817,2.0972,343377.27,2297720.7,1954343.43,75.8864,15688.33,1083,0,343377.27,2297720.7,1954343.43,-2588137.875,5229235.845,21991,8.346,float64,263491,44020,0.1431,205630,1955806.5861,961704.0,4101727.7817,0.0,343377.27,2297720.7,1017957917.385,1954343.43,75.8869,15688.6278,21991,0.0835,highly_skewed,variable,0.0,non_normal
70,BUREAU_BB_MONTHS_BALANCE_MAX_MEAN,92231,215280,70.0073,-92.0,0.0,92.0,-7.7462,-4.0,10.4258,1.3459,-12.0,0.0,12.0,-2.2256,7.3924,33550,58681,-12.0,0.0,12.0,-30.0,18.0,3696,4.0073,float64,92231,215280,0.7001,3958,-7.7462,-4.0,10.4258,-92.0,-12.0,0.0,0.0,12.0,-2.2256,7.3929,3696,0.0401,highly_skewed,variable,0.0,non_normal
71,BUREAU_BB_MONTHS_BALANCE_MIN_MEAN,92231,215280,70.0073,-96.0,0.0,96.0,-34.2234,-33.0,17.8152,0.5206,-45.2222,-21.0,24.2222,-0.5379,0.2386,185,92046,-45.2222,-21.0,24.2222,-81.5556,15.3333,1447,1.5689,float64,92231,215280,0.7001,5715,-34.2234,-33.0,17.8152,-96.0,-45.2222,-21.0,0.0,24.2222,-0.5379,0.2387,1447,0.0157,moderately_skewed,variable,0.0,non_normal
72,BUREAU_BB_MONTHS_BALANCE_SIZE_MEAN,92231,215280,70.0073,1.0,97.0,96.0,27.4772,24.75,16.8277,0.6124,15.0,37.0,22.0,0.9974,1.1679,0,0,15.0,37.0,22.0,-18.0,70.0,2130,2.3094,float64,92231,215280,0.7001,5673,27.4772,24.75,16.8277,1.0,15.0,37.0,97.0,22.0,0.9974,1.168,2130,0.0231,moderately_skewed,variable,0.0,non_normal
73,BUREAU_BB_STATUS_0_MEAN_MEAN,92231,215280,70.0073,0.0,1.0,1.0,0.4571,0.4364,0.2565,0.5611,0.2625,0.6316,0.3691,0.2931,-0.6525,2432,0,0.2625,0.6316,0.3691,-0.2911,1.1852,0,0.0,float64,92231,215280,0.7001,60195,0.4571,0.4364,0.2565,0.0,0.2625,0.6316,1.0,0.3691,0.2931,-0.6525,0,0.0,approximately_symmetric,variable,0.0,non_normal
74,BUREAU_BB_STATUS_1_MEAN_MEAN,92231,215280,70.0073,0.0,0.8333,0.8333,0.0142,0.0,0.0417,2.9356,0.0,0.0083,0.0083,6.233,58.327,62145,0,0.0,0.0083,0.0083,-0.0125,0.0208,15466,16.7688,float64,92231,215280,0.7001,13162,0.0142,0.0,0.0417,0.0,0.0,0.0083,0.8333,0.0083,6.2331,58.3302,15466,0.1677,highly_skewed,variable,0.0,non_normal
75,BUREAU_BB_STATUS_2_MEAN_MEAN,92231,215280,70.0073,0.0,0.2407,0.2407,0.001,0.0,0.0069,6.7643,0.0,0.0,0.0,13.2458,252.6571,86505,0,0.0,0.0,0.0,0.0,0.0,5726,6.2083,float64,92231,215280,0.7001,2759,0.001,0.0,0.0069,0.0,0.0,0.0,0.2407,0.0,13.2461,252.6708,0,0.0,highly_skewed,variable,0.0,non_normal
76,BUREAU_BB_STATUS_3_MEAN_MEAN,92231,215280,70.0073,0.0,0.4,0.4,0.0004,0.0,0.0037,9.6271,0.0,0.0,0.0,27.4234,1783.3113,89486,0,0.0,0.0,0.0,0.0,0.0,2745,2.9762,float64,92231,215280,0.7001,1455,0.0004,0.0,0.0037,0.0,0.0,0.0,0.4,0.0,27.4238,1783.4081,0,0.0,highly_skewed,variable,0.0,non_normal
77,BUREAU_BB_STATUS_4_MEAN_MEAN,92231,215280,70.0073,0.0,0.1667,0.1667,0.0003,0.0,0.0027,10.5181,0.0,0.0,0.0,20.5794,667.6583,90204,0,0.0,0.0,0.0,0.0,0.0,2027,2.1977,float64,92231,215280,0.7001,1122,0.0003,0.0,0.0027,0.0,0.0,0.0,0.1667,0.0,20.5798,667.6945,0,0.0,highly_skewed,variable,0.0,non_normal
78,BUREAU_BB_STATUS_5_MEAN_MEAN,92231,215280,70.0073,0.0,1.0,1.0,0.0022,0.0,0.026,11.671,0.0,0.0,0.0,19.0344,452.1236,90025,0,0.0,0.0,0.0,0.0,0.0,2206,2.3918,float64,92231,215280,0.7001,1632,0.0022,0.0,0.026,0.0,0.0,0.0,1.0,0.0,19.0348,452.1482,0,0.0,highly_skewed,variable,0.0,non_normal
79,BUREAU_BB_STATUS_BAD_FLAG_MEAN_MEAN,92231,215280,70.0073,0.0,1.0,1.0,0.0181,0.0,0.055,3.038,0.0,0.0102,0.0102,6.5994,63.7905,61179,0,0.0,0.0102,0.0102,-0.0153,0.0255,15222,16.5042,float64,92231,215280,0.7001,14129,0.0181,0.0,0.055,0.0,0.0,0.0102,1.0,0.0102,6.5996,63.794,15222,0.165,highly_skewed,variable,0.0,non_normal
80,BUREAU_BB_STATUS_BAD_FLAG_SUM_MEAN,92231,215280,70.0073,0.0,89.0,89.0,0.4952,0.0,2.0371,4.1134,0.0,0.2727,0.2727,14.1293,323.125,61179,0,0.0,0.2727,0.2727,-0.4091,0.6818,14093,15.2801,float64,92231,215280,0.7001,907,0.4952,0.0,2.0371,0.0,0.0,0.2727,89.0,0.2727,14.1295,323.1426,14093,0.1528,highly_skewed,variable,0.0,non_normal
81,BUREAU_BB_STATUS_C_FLAG_MEAN_MEAN,92231,215280,70.0073,0.0,1.0,1.0,0.3302,0.3085,0.263,0.7963,0.0933,0.5213,0.4279,0.3908,-0.8463,18588,0,0.0933,0.5213,0.4279,-0.5486,1.1632,0,0.0,float64,92231,215280,0.7001,50576,0.3302,0.3085,0.263,0.0,0.0933,0.5213,1.0,0.4279,0.3908,-0.8463,0,0.0,approximately_symmetric,variable,0.0,non_normal
82,BUREAU_BB_STATUS_C_MEAN_MEAN,92231,215280,70.0073,0.0,1.0,1.0,0.3302,0.3085,0.263,0.7963,0.0933,0.5213,0.4279,0.3908,-0.8463,18588,0,0.0933,0.5213,0.4279,-0.5486,1.1632,0,0.0,float64,92231,215280,0.7001,50576,0.3302,0.3085,0.263,0.0,0.0933,0.5213,1.0,0.4279,0.3908,-0.8463,0,0.0,approximately_symmetric,variable,0.0,non_normal
83,BUREAU_BB_STATUS_X_FLAG_MEAN_MEAN,92231,215280,70.0073,0.0,1.0,1.0,0.1945,0.1111,0.2297,1.1806,0.0155,0.2907,0.2752,1.5661,2.1471,18761,0,0.0155,0.2907,0.2752,-0.3973,0.7036,4277,4.6373,float64,92231,215280,0.7001,40979,0.1945,0.1111,0.2297,0.0,0.0155,0.2907,1.0,0.2752,1.5661,2.1473,4277,0.0464,highly_skewed,variable,0.0,non_normal
84,BUREAU_BB_STATUS_X_MEAN_MEAN,92231,215280,70.0073,0.0,1.0,1.0,0.1945,0.1111,0.2297,1.1806,0.0155,0.2907,0.2752,1.5661,2.1471,18761,0,0.0155,0.2907,0.2752,-0.3973,0.7036,4277,4.6373,float64,92231,215280,0.7001,40979,0.1945,0.1111,0.2297,0.0,0.0155,0.2907,1.0,0.2752,1.5661,2.1473,4277,0.0464,highly_skewed,variable,0.0,non_normal
85,BUREAU_BB_STATUS_ZERO_FLAG_MEAN_MEAN,92231,215280,70.0073,0.0,1.0,1.0,0.4571,0.4364,0.2565,0.5611,0.2625,0.6316,0.3691,0.2931,-0.6525,2432,0,0.2625,0.6316,0.3691,-0.2911,1.1852,0,0.0,float64,92231,215280,0.7001,60195,0.4571,0.4364,0.2565,0.0,0.2625,0.6316,1.0,0.3691,0.2931,-0.6525,0,0.0,approximately_symmetric,variable,0.0,non_normal
86,BUREAU_BB_STATUS_nan_MEAN_MEAN,92231,215280,70.0073,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,92231,0,0.0,0.0,0.0,0.0,0.0,0,0.0,float64,92231,215280,0.7001,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,approximately_symmetric,constant,,constant
87,BUREAU_BUREAU_DEBT_CREDIT_RATIO_RAW_MAX,254877,52634,17.1161,-1.6201,139396.0,139397.6201,2.7696,0.7608,399.0097,144.0662,0.0,0.952,0.952,308.9255,102266.5465,69780,64,0.0,0.952,0.952,-1.428,2.3801,1139,0.4469,float64,254877,52634,0.1712,150668,2.7696,0.7608,399.0097,-1.6201,0.0,0.952,139396.0,0.952,308.9273,102268.5528,1139,0.0045,highly_skewed,variable,0.0,non_normal
88,BUREAU_BUREAU_DEBT_CREDIT_RATIO_RAW_MEAN,254877,52634,17.1161,-155.2132,7744.3181,7899.5312,0.4299,0.1882,25.7951,60.0008,0.0,0.3759,0.3759,232.3095,59868.4522,68967,997,0.0,0.3759,0.3759,-0.5638,0.9396,6768,2.6554,float64,254877,52634,0.1712,179453,0.4299,0.1882,25.7951,-155.2132,0.0,0.3759,7744.3181,0.3759,232.3108,59869.6267,6768,0.0266,highly_skewed,variable,0.0,non_normal
89,BUREAU_BUREAU_OVERDUE_DEBT_RATIO_RAW_MAX,186442,121069,39.3706,0.0,615.0,615.0,0.0085,0.0,1.4947,176.1478,0.0,0.0,0.0,377.8528,153933.5725,184056,0,0.0,0.0,0.0,0.0,0.0,2386,1.2798,float64,186442,121069,0.3937,2197,0.0085,0.0,1.4947,0.0,0.0,0.0,615.0,0.0,377.8558,153937.7008,0,0.0,highly_skewed,variable,0.0,non_normal
90,BUREAU_BUREAU_OVERDUE_DEBT_RATIO_RAW_MEAN,186442,121069,39.3706,0.0,205.0,205.0,0.004,0.0,0.5544,140.3219,0.0,0.0,0.0,301.6179,104577.9685,184056,0,0.0,0.0,0.0,0.0,0.0,2386,1.2798,float64,186442,121069,0.3937,2224,0.004,0.0,0.5544,0.0,0.0,0.0,205.0,0.0,301.6203,104580.7731,0,0.0,highly_skewed,variable,0.0,non_normal
91,BUREAU_CLOSED_AMT_CREDIT_SUM_MEAN,230165,77346,25.1523,0.0,198072344.25,198072344.25,257650.4947,125100.0,804618.1478,3.1229,68689.38,253340.3571,184650.9771,104.2434,21076.6718,1903,0,68689.38,253340.3571,184650.9771,-208287.0857,530316.8229,22856,9.9303,float64,230165,77346,0.2515,171533,257650.4947,125100.0,804618.1478,0.0,68689.38,253340.3571,198072344.25,184650.9771,104.2441,21077.1296,22856,0.0993,highly_skewed,variable,0.0,non_normal
92,BUREAU_CLOSED_AMT_CREDIT_SUM_SUM,230165,77346,25.1523,0.0,1017597917.385,1017597917.385,975738.2342,427500.0,3164422.7319,3.2431,157455.0,1063836.72,906381.72,163.4633,47997.3726,1903,0,157455.0,1063836.72,906381.72,-1202117.58,2423409.3,20834,9.0518,float64,230165,77346,0.2515,168797,975738.2342,427500.0,3164422.7319,0.0,157455.0,1063836.72,1017597917.385,906381.72,163.4644,47998.4153,20834,0.0905,highly_skewed,variable,0.0,non_normal
93,BUREAU_CLOSED_DAYS_CREDIT_MAX,230165,77346,25.1523,-2922.0,0.0,2922.0,-907.4413,-729.0,641.3219,0.7067,-1198.0,-437.0,761.0,-1.1911,0.8598,1,230164,-1198.0,-437.0,761.0,-2339.5,704.5,12598,5.4735,float64,230165,77346,0.2515,2921,-907.4413,-729.0,641.3219,-2922.0,-1198.0,-437.0,0.0,761.0,-1.1911,0.8599,12598,0.0547,highly_skewed,variable,0.0,non_normal
94,BUREAU_CLOSED_DAYS_CREDIT_MEAN,230165,77346,25.1523,-2922.0,-10.0,2912.0,-1384.1578,-1366.5455,600.2706,0.4337,-1778.0,-939.0,839.0,-0.2338,-0.4497,0,230165,-1778.0,-939.0,839.0,-3036.5,319.5,0,0.0,float64,230165,77346,0.2515,44873,-1384.1578,-1366.5455,600.2706,-2922.0,-1778.0,-939.0,-10.0,839.0,-0.2338,-0.4497,0,0.0,approximately_symmetric,variable,0.0,non_normal
95,BUREAU_CLOSED_DAYS_CREDIT_MIN,230165,77346,25.1523,-2922.0,-10.0,2912.0,-1875.803,-2002.0,795.37,0.424,-2609.0,-1210.0,1399.0,0.3955,-1.1316,0,230165,-2609.0,-1210.0,1399.0,-4707.5,888.5,0,0.0,float64,230165,77346,0.2515,2912,-1875.803,-2002.0,795.37,-2922.0,-2609.0,-1210.0,-10.0,1399.0,0.3955,-1.1316,0,0.0,approximately_symmetric,variable,0.0,non_normal
96,BUREAU_CNT_CREDIT_PROLONG_MEAN,263491,44020,14.3149,0.0,6.0,6.0,0.0079,0.0,0.0665,8.3946,0.0,0.0,0.0,20.2304,804.0165,254983,0,0.0,0.0,0.0,0.0,0.0,8508,3.229,float64,263491,44020,0.1431,111,0.0079,0.0,0.0665,0.0,0.0,0.0,6.0,0.0,20.2305,804.0318,0,0.0,highly_skewed,variable,0.0,non_normal
97,BUREAU_CNT_CREDIT_PROLONG_SUM,263491,44020,14.3149,0.0,9.0,9.0,0.0405,0.0,0.2472,6.1066,0.0,0.0,0.0,8.3993,103.7487,254983,0,0.0,0.0,0.0,0.0,0.0,8508,3.229,float64,263491,44020,0.1431,10,0.0405,0.0,0.2472,0.0,0.0,0.0,9.0,0.0,8.3994,103.7507,0,0.0,highly_skewed,variable,0.0,non_normal
98,BUREAU_CREDIT_ACTIVE_Active_MEAN,263491,44020,14.3149,0.0,1.0,1.0,0.413,0.375,0.3084,0.7468,0.2,0.6,0.4,0.4772,-0.6152,46341,0,0.2,0.6,0.4,-0.4,1.2,0,0.0,float64,263491,44020,0.1431,296,0.413,0.375,0.3084,0.0,0.2,0.6,1.0,0.4,0.4772,-0.6152,0,0.0,approximately_symmetric,variable,0.0,non_normal
99,BUREAU_CREDIT_ACTIVE_Bad debt_MEAN,263491,44020,14.3149,0.0,0.5,0.5,0.0,0.0,0.0017,137.8588,0.0,0.0,0.0,189.1483,44263.5351,263471,0,0.0,0.0,0.0,0.0,0.0,20,0.0076,float64,263491,44020,0.1431,15,0.0,0.0,0.0017,0.0,0.0,0.0,0.5,0.0,189.1494,44264.3751,0,0.0,highly_skewed,variable,0.0,non_normal
100,BUREAU_CREDIT_ACTIVE_Closed_MEAN,263491,44020,14.3149,0.0,1.0,1.0,0.5831,0.625,0.3087,0.5294,0.4,0.8,0.4,-0.461,-0.6324,33326,0,0.4,0.8,0.4,-0.2,1.4,0,0.0,float64,263491,44020,0.1431,304,0.5831,0.625,0.3087,0.0,0.4,0.8,1.0,0.4,-0.461,-0.6324,0,0.0,approximately_symmetric,variable,0.0,non_normal
101,BUREAU_CREDIT_ACTIVE_Sold_MEAN,263491,44020,14.3149,0.0,1.0,1.0,0.0039,0.0,0.0384,9.8408,0.0,0.0,0.0,16.4925,351.1913,258265,0,0.0,0.0,0.0,0.0,0.0,5226,1.9834,float64,263491,44020,0.1431,70,0.0039,0.0,0.0384,0.0,0.0,0.0,1.0,0.0,16.4926,351.198,0,0.0,highly_skewed,variable,0.0,non_normal
102,BUREAU_CREDIT_ACTIVE_nan_MEAN,263491,44020,14.3149,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,263491,0,0.0,0.0,0.0,0.0,0.0,0,0.0,float64,263491,44020,0.1431,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,approximately_symmetric,constant,,constant
103,BUREAU_CREDIT_CURRENCY_currency 1_MEAN,263491,44020,14.3149,0.0,1.0,1.0,0.9992,1.0,0.018,0.0181,1.0,1.0,0.0,-34.7579,1540.2227,34,0,1.0,1.0,0.0,1.0,1.0,968,0.3674,float64,263491,44020,0.1431,57,0.9992,1.0,0.018,0.0,1.0,1.0,1.0,0.0,-34.7581,1540.252,0,0.0,highly_skewed,variable,0.0,non_normal
104,BUREAU_CREDIT_CURRENCY_currency 2_MEAN,263491,44020,14.3149,0.0,1.0,1.0,0.0007,0.0,0.0174,23.7063,0.0,0.0,0.0,36.7987,1708.0981,262645,0,0.0,0.0,0.0,0.0,0.0,846,0.3211,float64,263491,44020,0.1431,55,0.0007,0.0,0.0174,0.0,0.0,0.0,1.0,0.0,36.7989,1708.1305,0,0.0,highly_skewed,variable,0.0,non_normal
105,BUREAU_CREDIT_CURRENCY_currency 3_MEAN,263491,44020,14.3149,0.0,1.0,1.0,0.0001,0.0,0.0043,57.7207,0.0,0.0,0.0,101.7092,15882.5961,263356,0,0.0,0.0,0.0,0.0,0.0,135,0.0512,float64,263491,44020,0.1431,33,0.0001,0.0,0.0043,0.0,0.0,0.0,1.0,0.0,101.7098,15882.8975,0,0.0,highly_skewed,variable,0.0,non_normal
106,BUREAU_CREDIT_CURRENCY_currency 4_MEAN,263491,44020,14.3149,0.0,0.5,0.5,0.0,0.0,0.0014,200.4783,0.0,0.0,0.0,255.8485,76625.4683,263482,0,0.0,0.0,0.0,0.0,0.0,9,0.0034,float64,263491,44020,0.1431,7,0.0,0.0,0.0014,0.0,0.0,0.0,0.5,0.0,255.8499,76626.9224,0,0.0,highly_skewed,variable,0.0,non_normal
107,BUREAU_CREDIT_CURRENCY_nan_MEAN,263491,44020,14.3149,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,263491,0,0.0,0.0,0.0,0.0,0.0,0,0.0,float64,263491,44020,0.1431,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,approximately_symmetric,constant,,constant
108,BUREAU_CREDIT_DAY_OVERDUE_MAX,263491,44020,14.3149,0.0,2792.0,2792.0,4.7728,0.0,89.1413,18.6771,0.0,0.0,0.0,23.0394,570.0781,260094,0,0.0,0.0,0.0,0.0,0.0,3397,1.2892,float64,263491,44020,0.1431,868,4.7728,0.0,89.1413,0.0,0.0,0.0,2792.0,0.0,23.0395,570.089,0,0.0,highly_skewed,variable,0.0,non_normal
109,BUREAU_CREDIT_DAY_OVERDUE_MEAN,263491,44020,14.3149,0.0,2776.0,2776.0,1.0359,0.0,25.8254,24.9313,0.0,0.0,0.0,52.9634,4026.8297,260094,0,0.0,0.0,0.0,0.0,0.0,3397,1.2892,float64,263491,44020,0.1431,1541,1.0359,0.0,25.8254,0.0,0.0,0.0,2776.0,0.0,52.9637,4026.9062,0,0.0,highly_skewed,variable,0.0,non_normal
110,BUREAU_CREDIT_DAY_OVERDUE_SUM,263491,44020,14.3149,0.0,5250.0,5250.0,4.9426,0.0,92.5134,18.7177,0.0,0.0,0.0,23.6019,622.3313,260094,0,0.0,0.0,0.0,0.0,0.0,3397,1.2892,float64,263491,44020,0.1431,879,4.9426,0.0,92.5134,0.0,0.0,0.0,5250.0,0.0,23.602,622.3432,0,0.0,highly_skewed,variable,0.0,non_normal
111,BUREAU_CREDIT_TYPE_Another type of loan_MEAN,263491,44020,14.3149,0.0,1.0,1.0,0.0007,0.0,0.0179,24.5285,0.0,0.0,0.0,38.6174,1852.7384,262678,0,0.0,0.0,0.0,0.0,0.0,813,0.3085,float64,263491,44020,0.1431,38,0.0007,0.0,0.0179,0.0,0.0,0.0,1.0,0.0,38.6176,1852.7736,0,0.0,highly_skewed,variable,0.0,non_normal
112,BUREAU_CREDIT_TYPE_Car loan_MEAN,263491,44020,14.3149,0.0,1.0,1.0,0.0199,0.0,0.0944,4.7493,0.0,0.0,0.0,7.0112,59.1844,243916,0,0.0,0.0,0.0,0.0,0.0,19575,7.4291,float64,263491,44020,0.1431,102,0.0199,0.0,0.0944,0.0,0.0,0.0,1.0,0.0,7.0113,59.1855,0,0.0,highly_skewed,variable,0.0,non_normal
113,BUREAU_CREDIT_TYPE_Cash loan (non-earmarked)_MEAN,263491,44020,14.3149,0.0,0.4,0.4,0.0,0.0,0.0016,136.9877,0.0,0.0,0.0,178.7854,37053.8942,263471,0,0.0,0.0,0.0,0.0,0.0,20,0.0076,float64,263491,44020,0.1431,16,0.0,0.0,0.0016,0.0,0.0,0.0,0.4,0.0,178.7864,37054.5974,0,0.0,highly_skewed,variable,0.0,non_normal
114,BUREAU_CREDIT_TYPE_Consumer credit_MEAN,263491,44020,14.3149,0.0,1.0,1.0,0.7195,0.75,0.2772,0.3852,0.5714,1.0,0.4286,-1.0401,0.57,16642,0,0.5714,1.0,0.4286,-0.0714,1.6429,0,0.0,float64,263491,44020,0.1431,329,0.7195,0.75,0.2772,0.0,0.5714,1.0,1.0,0.4286,-1.0401,0.57,0,0.0,highly_skewed,variable,0.0,non_normal
115,BUREAU_CREDIT_TYPE_Credit card_MEAN,263491,44020,14.3149,0.0,1.0,1.0,0.2397,0.2,0.2572,1.0733,0.0,0.3333,0.3333,1.2603,1.3585,91449,0,0.0,0.3333,0.3333,-0.5,0.8333,12679,4.8119,float64,263491,44020,0.1431,295,0.2397,0.2,0.2572,0.0,0.0,0.3333,1.0,0.3333,1.2603,1.3586,12679,0.0481,highly_skewed,variable,0.0,non_normal
116,BUREAU_CREDIT_TYPE_Interbank credit_MEAN,263491,44020,14.3149,0.0,0.1667,0.1667,0.0,0.0,0.0003,513.3137,0.0,0.0,0.0,513.3108,263486.0,263490,0,0.0,0.0,0.0,0.0,0.0,1,0.0004,float64,263491,44020,0.1431,2,0.0,0.0,0.0003,0.0,0.0,0.0,0.1667,0.0,513.3137,263491.0,0,0.0,highly_skewed,variable,0.0,non_normal
117,BUREAU_CREDIT_TYPE_Loan for business development_MEAN,263491,44020,14.3149,0.0,1.0,1.0,0.0012,0.0,0.0221,18.0459,0.0,0.0,0.0,27.9417,1003.293,262100,0,0.0,0.0,0.0,0.0,0.0,1391,0.5279,float64,263491,44020,0.1431,57,0.0012,0.0,0.0221,0.0,0.0,0.0,1.0,0.0,27.9419,1003.3121,0,0.0,highly_skewed,variable,0.0,non_normal
118,BUREAU_CREDIT_TYPE_Loan for purchase of shares (margin lending)_MEAN,263491,44020,14.3149,0.0,0.5,0.5,0.0,0.0,0.0014,320.6641,0.0,0.0,0.0,353.024,126500.7427,263487,0,0.0,0.0,0.0,0.0,0.0,4,0.0015,float64,263491,44020,0.1431,4,0.0,0.0,0.0014,0.0,0.0,0.0,0.5,0.0,353.026,126503.1432,0,0.0,highly_skewed,variable,0.0,non_normal
119,BUREAU_CREDIT_TYPE_Loan for the purchase of equipment_MEAN,263491,44020,14.3149,0.0,1.0,1.0,0.0,0.0,0.003,209.3104,0.0,0.0,0.0,303.0045,99763.0951,263475,0,0.0,0.0,0.0,0.0,0.0,16,0.0061,float64,263491,44020,0.1431,14,0.0,0.0,0.003,0.0,0.0,0.0,1.0,0.0,303.0063,99764.9882,0,0.0,highly_skewed,variable,0.0,non_normal
120,BUREAU_CREDIT_TYPE_Loan for working capital replenishment_MEAN,263491,44020,14.3149,0.0,1.0,1.0,0.0002,0.0,0.0088,38.2702,0.0,0.0,0.0,66.732,6075.228,263162,0,0.0,0.0,0.0,0.0,0.0,329,0.1249,float64,263491,44020,0.1431,43,0.0002,0.0,0.0088,0.0,0.0,0.0,1.0,0.0,66.7324,6075.3433,0,0.0,highly_skewed,variable,0.0,non_normal
