,column,dtype,non_null_count_x,unique_count,unique_percentage,duplicate_count,duplicate_value_ratio,constant_flag,top_value_percentage,quasi_constant_flag,top_value,top_value_count,top_values_preview,non_null_count_y,dominant_value,dominant_value_pct,second_dominant_value,second_dominant_pct,top_values,suspicious_uniformity_flag,dominance_note
311,INS_UNDERPAY_FLAG_MEAN,float64,291643,4892,1.68,286751,98.32,False,57.09,False,0.0,166497,"[(np.float64(0.0), 166497), (np.float64(0.2857142857142857), 3011), (np.float64(0.1538461538461538), 2685)]",291643,0.0,57.09,0.2857142857142857,1.03,"[('0.0', 57.09), ('0.2857142857142857', 1.03), ('0.1538461538461538', 0.92)]",False,Most frequent dominates with 57.09%
312,INS_UNDERPAY_FLAG_SUM,float64,291643,126,0.04,291517,99.96,False,57.09,False,0.0,166497,"[(np.float64(0.0), 166497), (np.float64(2.0), 39116), (np.float64(4.0), 19762)]",291643,0.0,57.09,2.0,13.41,"[('0.0', 57.09), ('2.0', 13.41), ('4.0', 6.78)]",False,Most frequent dominates with 57.09%
313,LANDAREA_AVG,float64,124921,3527,2.82,121394,97.18,False,12.49,False,0.0,15600,"[(np.float64(0.0), 15600), (np.float64(0.0631), 189), (np.float64(0.0316), 187)]",124921,0.0,12.49,0.0631,0.15,"[('0.0', 12.49), ('0.0631', 0.15), ('0.0316', 0.15)]",False,Most frequent dominates with 12.49%
314,LANDAREA_MEDI,float64,124921,3560,2.85,121361,97.15,False,12.74,False,0.0,15919,"[(np.float64(0.0), 15919), (np.float64(0.0193), 197), (np.float64(0.0642), 194)]",124921,0.0,12.74,0.0193,0.16,"[('0.0', 12.74), ('0.0193', 0.16), ('0.0642', 0.16)]",False,Most frequent dominates with 12.74%
315,LANDAREA_MODE,float64,124921,3563,2.85,121358,97.15,False,13.97,False,0.0,17453,"[(np.float64(0.0), 17453), (np.float64(0.0194), 208), (np.float64(0.0645), 193)]",124921,0.0,13.97,0.0194,0.17,"[('0.0', 13.97), ('0.0194', 0.17), ('0.0645', 0.15)]",False,Most frequent dominates with 13.97%
316,LIVE_CITY_NOT_WORK_CITY,int64,307511,2,0.0,307509,100.0,False,82.04,False,0,252296,"[(np.int64(0), 252296), (np.int64(1), 55215)]",307511,0,82.04,1,17.96,"[('0', 82.04), ('1', 17.96)]",False,Most frequent dominates with 82.04%
317,LIVE_REGION_NOT_WORK_REGION,int64,307511,2,0.0,307509,100.0,False,95.93,True,0,295008,"[(np.int64(0), 295008), (np.int64(1), 12503)]",307511,0,95.93,1,4.07,"[('0', 95.93), ('1', 4.07)]",False,Most frequent dominates with 95.93%
318,LIVINGAPARTMENTS_AVG,float64,97312,1868,1.92,95444,98.08,False,4.39,False,0.0504,4272,"[(np.float64(0.0504), 4272), (np.float64(0.0672), 4231), (np.float64(0.0756), 2778)]",97312,0.0504,4.39,0.0672,4.35,"[('0.0504', 4.39), ('0.0672', 4.35), ('0.0756', 2.85)]",False,Most frequent dominates with 4.39%
319,LIVINGAPARTMENTS_MEDI,float64,97312,1097,1.13,96215,98.87,False,4.62,False,0.0513,4500,"[(np.float64(0.0513), 4500), (np.float64(0.0684), 4497), (np.float64(0.077), 2926)]",97312,0.0513,4.62,0.0684,4.62,"[('0.0513', 4.62), ('0.0684', 4.62), ('0.077', 3.01)]",False,Most frequent dominates with 4.62%
320,LIVINGAPARTMENTS_MODE,float64,97312,736,0.76,96576,99.24,False,5.07,False,0.0551,4931,"[(np.float64(0.0551), 4931), (np.float64(0.0735), 4797), (np.float64(0.0826), 2966)]",97312,0.0551,5.07,0.0735,4.93,"[('0.0551', 5.07), ('0.0735', 4.93), ('0.0826', 3.05)]",False,Most frequent dominates with 5.07%
321,LIVINGAREA_AVG,float64,153161,5199,3.39,147962,96.61,False,0.19,False,0.0,284,"[(np.float64(0.0), 284), (np.float64(0.0512), 243), (np.float64(0.051), 223)]",153161,0.0,0.19,0.0512,0.16,"[('0.0', 0.19), ('0.0512', 0.16), ('0.051', 0.15)]",False,Most frequent dominates with 0.19%
322,LIVINGAREA_MEDI,float64,153161,5281,3.45,147880,96.55,False,0.2,False,0.0,299,"[(np.float64(0.0), 299), (np.float64(0.0548), 239), (np.float64(0.0518), 234)]",153161,0.0,0.2,0.0548,0.16,"[('0.0', 0.2), ('0.0548', 0.16), ('0.0518', 0.15)]",False,Most frequent dominates with 0.2%
323,LIVINGAREA_MODE,float64,153161,5301,3.46,147860,96.54,False,0.29,False,0.0,444,"[(np.float64(0.0), 444), (np.float64(0.053), 272), (np.float64(0.0532), 262)]",153161,0.0,0.29,0.053,0.18,"[('0.0', 0.29), ('0.053', 0.18), ('0.0532', 0.17)]",False,Most frequent dominates with 0.29%
324,NAME_CONTRACT_TYPE,object,307511,2,0.0,307509,100.0,False,90.48,False,Cash loans,278232,"[('Cash loans', 278232), ('Revolving loans', 29279)]",307511,Cash loans,90.48,Revolving loans,9.52,"[('Cash loans', 90.48), ('Revolving loans', 9.52)]",False,Most frequent dominates with 90.48%
325,NAME_EDUCATION_TYPE,object,307511,5,0.0,307506,100.0,False,71.02,False,Secondary / secondary special,218391,"[('Secondary / secondary special', 218391), ('Higher education', 74863), ('Incomplete higher', 10277)]",307511,Secondary / secondary special,71.02,Higher education,24.34,"[('Secondary / secondary special', 71.02), ('Higher education', 24.34), ('Incomplete higher', 3.34)]",False,Most frequent dominates with 71.02%
326,NAME_FAMILY_STATUS,object,307511,6,0.0,307505,100.0,False,63.88,False,Married,196432,"[('Married', 196432), ('Single / not married', 45444), ('Civil marriage', 29775)]",307511,Married,63.88,Single / not married,14.78,"[('Married', 63.88), ('Single / not married', 14.78), ('Civil marriage', 9.68)]",False,Most frequent dominates with 63.88%
327,NAME_HOUSING_TYPE,object,307511,6,0.0,307505,100.0,False,88.73,False,House / apartment,272868,"[('House / apartment', 272868), ('With parents', 14840), ('Municipal apartment', 11183)]",307511,House / apartment,88.73,With parents,4.83,"[('House / apartment', 88.73), ('With parents', 4.83), ('Municipal apartment', 3.64)]",False,Most frequent dominates with 88.73%
328,NAME_INCOME_TYPE,object,307511,8,0.0,307503,100.0,False,51.63,False,Working,158774,"[('Working', 158774), ('Commercial associate', 71617), ('Pensioner', 55362)]",307511,Working,51.63,Commercial associate,23.29,"[('Working', 51.63), ('Commercial associate', 23.29), ('Pensioner', 18.0)]",False,Most frequent dominates with 51.63%
329,NAME_TYPE_SUITE,object,306219,7,0.0,306212,100.0,False,81.16,False,Unaccompanied,248526,"[('Unaccompanied', 248526), ('Family', 40149), ('Spouse, partner', 11370)]",306219,Unaccompanied,81.16,Family,13.11,"[('Unaccompanied', 81.16), ('Family', 13.11), ('Spouse, partner', 3.71)]",False,Most frequent dominates with 81.16%
330,NONLIVINGAPARTMENTS_AVG,float64,93997,386,0.41,93611,99.59,False,58.03,False,0.0,54549,"[(np.float64(0.0), 54549), (np.float64(0.0039), 13606), (np.float64(0.0077), 6351)]",93997,0.0,58.03,0.0039,14.47,"[('0.0', 58.03), ('0.0039', 14.47), ('0.0077', 6.76)]",False,Most frequent dominates with 58.03%
331,NONLIVINGAPARTMENTS_MEDI,float64,93997,214,0.23,93783,99.77,False,59.68,False,0.0,56097,"[(np.float64(0.0), 56097), (np.float64(0.0039), 14126), (np.float64(0.0078), 6493)]",93997,0.0,59.68,0.0039,15.03,"[('0.0', 59.68), ('0.0039', 15.03), ('0.0078', 6.91)]",False,Most frequent dominates with 59.68%
332,NONLIVINGAPARTMENTS_MODE,float64,93997,167,0.18,93830,99.82,False,63.04,False,0.0,59255,"[(np.float64(0.0), 59255), (np.float64(0.0039), 14105), (np.float64(0.0078), 6413)]",93997,0.0,63.04,0.0039,15.01,"[('0.0', 63.04), ('0.0039', 15.01), ('0.0078', 6.82)]",False,Most frequent dominates with 63.04%
333,NONLIVINGAREA_AVG,float64,137829,3290,2.39,134539,97.61,False,42.61,False,0.0,58735,"[(np.float64(0.0), 58735), (np.float64(0.0012), 546), (np.float64(0.0044), 454)]",137829,0.0,42.61,0.0012,0.4,"[('0.0', 42.61), ('0.0012', 0.4), ('0.0044', 0.33)]",False,Most frequent dominates with 42.61%
334,NONLIVINGAREA_MEDI,float64,137829,3323,2.41,134506,97.59,False,44.22,False,0.0,60954,"[(np.float64(0.0), 60954), (np.float64(0.0012), 539), (np.float64(0.0022), 478)]",137829,0.0,44.22,0.0012,0.39,"[('0.0', 44.22), ('0.0012', 0.39), ('0.0022', 0.35)]",False,Most frequent dominates with 44.22%
335,NONLIVINGAREA_MODE,float64,137829,3327,2.41,134502,97.59,False,48.7,False,0.0,67126,"[(np.float64(0.0), 67126), (np.float64(0.0011), 477), (np.float64(0.0046), 466)]",137829,0.0,48.7,0.0011,0.35,"[('0.0', 48.7), ('0.0011', 0.35), ('0.0046', 0.34)]",False,Most frequent dominates with 48.7%
336,OBS_30_CNT_SOCIAL_CIRCLE,float64,306490,33,0.01,306457,99.99,False,53.48,False,0.0,163910,"[(np.float64(0.0), 163910), (np.float64(1.0), 48783), (np.float64(2.0), 29808)]",306490,0.0,53.48,1.0,15.92,"[('0.0', 53.48), ('1.0', 15.92), ('2.0', 9.73)]",False,Most frequent dominates with 53.48%
337,OBS_60_CNT_SOCIAL_CIRCLE,float64,306490,33,0.01,306457,99.99,False,53.73,False,0.0,164666,"[(np.float64(0.0), 164666), (np.float64(1.0), 48870), (np.float64(2.0), 29766)]",306490,0.0,53.73,1.0,15.95,"[('0.0', 53.73), ('1.0', 15.95), ('2.0', 9.71)]",False,Most frequent dominates with 53.73%
338,OCCUPATION_TYPE,object,211120,18,0.01,211102,99.99,False,26.14,False,Laborers,55186,"[('Laborers', 55186), ('Sales staff', 32102), ('Core staff', 27570)]",211120,Laborers,26.14,Sales staff,15.21,"[('Laborers', 26.14), ('Sales staff', 15.21), ('Core staff', 13.06)]",False,Most frequent dominates with 26.14%
339,ORGANIZATION_TYPE,object,307511,58,0.02,307453,99.98,False,22.11,False,Business Entity Type 3,67992,"[('Business Entity Type 3', 67992), ('XNA', 55374), ('Self-employed', 38412)]",307511,Business Entity Type 3,22.11,XNA,18.01,"[('Business Entity Type 3', 22.11), ('XNA', 18.01), ('Self-employed', 12.49)]",False,Most frequent dominates with 22.11%
340,OWN_CAR_AGE,float64,104582,62,0.06,104520,99.94,False,7.1,False,7.0,7424,"[(np.float64(7.0), 7424), (np.float64(6.0), 6382), (np.float64(3.0), 6370)]",104582,7.0,7.1,6.0,6.1,"[('7.0', 7.1), ('6.0', 6.1), ('3.0', 6.09)]",False,Most frequent dominates with 7.1%
341,POS_CNT_INSTALMENT_FUTURE_MAX,float64,289420,62,0.02,289358,99.98,False,28.21,False,12.0,81641,"[(np.float64(12.0), 81641), (np.float64(24.0), 49542), (np.float64(10.0), 26214)]",289420,12.0,28.21,24.0,17.12,"[('12.0', 28.21), ('24.0', 17.12), ('10.0', 9.06)]",False,Most frequent dominates with 28.21%
342,POS_CNT_INSTALMENT_FUTURE_MEAN,float64,289420,39840,13.77,249580,86.23,False,3.59,False,6.0,10393,"[(np.float64(6.0), 10393), (np.float64(3.0), 9770), (np.float64(5.0), 6924)]",289420,6.0,3.59,3.0,3.38,"[('6.0', 3.59), ('3.0', 3.38), ('5.0', 2.39)]",False,Most frequent dominates with 3.59%
343,POS_CNT_INSTALMENT_FUTURE_SUM,float64,289444,2892,1.0,286552,99.0,False,3.75,False,78.0,10864,"[(np.float64(78.0), 10864), (np.float64(21.0), 10782), (np.float64(55.0), 7438)]",289444,78.0,3.75,21.0,3.73,"[('78.0', 3.75), ('21.0', 3.73), ('55.0', 2.57)]",False,Most frequent dominates with 3.75%
344,POS_CNT_INSTALMENT_MAX,float64,289420,61,0.02,289359,99.98,False,28.68,False,12.0,83019,"[(np.float64(12.0), 83019), (np.float64(24.0), 49876), (np.float64(10.0), 27584)]",289420,12.0,28.68,24.0,17.23,"[('12.0', 28.68), ('24.0', 17.23), ('10.0', 9.53)]",False,Most frequent dominates with 28.68%
345,POS_CNT_INSTALMENT_MEAN,float64,289420,41222,14.24,248198,85.76,False,7.5,False,12.0,21711,"[(np.float64(12.0), 21711), (np.float64(6.0), 15210), (np.float64(10.0), 13502)]",289420,12.0,7.5,6.0,5.26,"[('12.0', 7.5), ('6.0', 5.26), ('10.0', 4.67)]",False,Most frequent dominates with 7.5%
346,POS_CNT_INSTALMENT_SUM,float64,289444,4194,1.45,285250,98.55,False,3.14,False,156.0,9095,"[(np.float64(156.0), 9095), (np.float64(42.0), 8317), (np.float64(110.0), 6001)]",289444,156.0,3.14,42.0,2.87,"[('156.0', 3.14), ('42.0', 2.87), ('110.0', 2.07)]",False,Most frequent dominates with 3.14%
347,POS_MONTHS_BALANCE_MAX,float64,289444,96,0.03,289348,99.97,False,23.66,False,-1.0,68476,"[(np.float64(-1.0), 68476), (np.float64(-2.0), 58628), (np.float64(-3.0), 12527)]",289444,-1.0,23.66,-2.0,20.26,"[('-1.0', 23.66), ('-2.0', 20.26), ('-3.0', 4.33)]",False,Most frequent dominates with 23.66%
348,POS_MONTHS_BALANCE_MIN,float64,289444,96,0.03,289348,99.97,False,9.56,False,-96.0,27659,"[(np.float64(-96.0), 27659), (np.float64(-16.0), 4558), (np.float64(-17.0), 4354)]",289444,-96.0,9.56,-16.0,1.57,"[('-96.0', 9.56), ('-16.0', 1.57), ('-17.0', 1.5)]",False,Most frequent dominates with 9.56%
349,POS_MONTHS_BALANCE_SIZE,float64,289444,227,0.08,289217,99.92,False,4.72,False,13.0,13661,"[(np.float64(13.0), 13661), (np.float64(7.0), 12848), (np.float64(11.0), 12472)]",289444,13.0,4.72,7.0,4.44,"[('13.0', 4.72), ('7.0', 4.44), ('11.0', 4.31)]",False,Most frequent dominates with 4.72%
350,POS_NAME_CONTRACT_STATUS_Active_MEAN,float64,289444,1922,0.66,287522,99.34,False,9.71,False,1.0,28106,"[(np.float64(1.0), 28106), (np.float64(0.8571428571428571), 15618), (np.float64(0.9230769230769232), 13887)]",289444,1.0,9.71,0.8571428571428571,5.4,"[('1.0', 9.71), ('0.8571428571428571', 5.4), ('0.9230769230769232', 4.8)]",False,Most frequent dominates with 9.71%
351,POS_NAME_CONTRACT_STATUS_Amortized debt_MEAN,float64,289444,12,0.0,289432,100.0,False,100.0,True,0.0,289433,"[(np.float64(0.0), 289433), (np.float64(0.4123711340206185), 1), (np.float64(0.3252032520325203), 1)]",289444,0.0,100.0,0.4123711340206185,0.0,"[('0.0', 100.0), ('0.4123711340206185', 0.0), ('0.3252032520325203', 0.0)]",True,Appears uniformly dominated
352,POS_NAME_CONTRACT_STATUS_Approved_MEAN,float64,289444,224,0.08,289220,99.92,False,98.64,True,0.0,285514,"[(np.float64(0.0), 285514), (np.float64(0.125), 89), (np.float64(0.0714285714285714), 87)]",289444,0.0,98.64,0.125,0.03,"[('0.0', 98.64), ('0.125', 0.03), ('0.0714285714285714', 0.03)]",True,Appears uniformly dominated
353,POS_NAME_CONTRACT_STATUS_Canceled_MEAN,float64,289444,12,0.0,289432,100.0,False,100.0,True,0.0,289432,"[(np.float64(0.0), 289432), (np.float64(0.0769230769230769), 2), (np.float64(0.0120481927710843), 1)]",289444,0.0,100.0,0.0769230769230769,0.0,"[('0.0', 100.0), ('0.0769230769230769', 0.0), ('0.0120481927710843', 0.0)]",True,Appears uniformly dominated
354,POS_NAME_CONTRACT_STATUS_Completed_MEAN,float64,289444,1560,0.54,287884,99.46,False,11.13,False,0.0,32228,"[(np.float64(0.0), 32228), (np.float64(0.0769230769230769), 14806), (np.float64(0.1428571428571428), 14424)]",289444,0.0,11.13,0.0769230769230769,5.12,"[('0.0', 11.13), ('0.0769230769230769', 5.12), ('0.1428571428571428', 4.98)]",False,Most frequent dominates with 11.13%
355,POS_NAME_CONTRACT_STATUS_Demand_MEAN,float64,289444,234,0.08,289210,99.92,False,99.89,True,0.0,289132,"[(np.float64(0.0), 289132), (np.float64(0.125), 7), (np.float64(0.0714285714285714), 5)]",289444,0.0,99.89,0.125,0.0,"[('0.0', 99.89), ('0.125', 0.0), ('0.0714285714285714', 0.0)]",True,Appears uniformly dominated
356,POS_NAME_CONTRACT_STATUS_Returned to the store_MEAN,float64,289444,228,0.08,289216,99.92,False,98.53,True,0.0,285184,"[(np.float64(0.0), 285184), (np.float64(0.0909090909090909), 134), (np.float64(0.1), 113)]",289444,0.0,98.53,0.0909090909090909,0.05,"[('0.0', 98.53), ('0.0909090909090909', 0.05), ('0.1', 0.04)]",True,Appears uniformly dominated
357,POS_NAME_CONTRACT_STATUS_Signed_MEAN,float64,289444,826,0.29,288618,99.71,False,80.01,False,0.0,231574,"[(np.float64(0.0), 231574), (np.float64(0.0714285714285714), 1552), (np.float64(0.0833333333333333), 1508)]",289444,0.0,80.01,0.0714285714285714,0.54,"[('0.0', 80.01), ('0.0714285714285714', 0.54), ('0.0833333333333333', 0.52)]",False,Most frequent dominates with 80.01%
358,POS_NAME_CONTRACT_STATUS_XNA_MEAN,float64,289444,3,0.0,289441,100.0,False,100.0,True,0.0,289442,"[(np.float64(0.0), 289442), (np.float64(0.00625), 1), (np.float64(0.0061349693251533), 1)]",289444,0.0,100.0,0.00625,0.0,"[('0.0', 100.0), ('0.00625', 0.0), ('0.0061349693251533', 0.0)]",True,Appears uniformly dominated
359,POS_NAME_CONTRACT_STATUS_nan_MEAN,float64,289444,1,0.0,289443,100.0,True,100.0,True,0.0,289444,"[(np.float64(0.0), 289444)]",289444,0.0,100.0,,,"[('0.0', 100.0)]",True,Appears uniformly dominated
360,POS_POS_LATE_FLAG_MEAN,float64,289444,2499,0.86,286945,99.14,False,81.11,False,0.0,234761,"[(np.float64(0.0), 234761), (np.float64(0.0769230769230769), 1138), (np.float64(0.0833333333333333), 954)]",289444,0.0,81.11,0.0769230769230769,0.39,"[('0.0', 81.11), ('0.0769230769230769', 0.39), ('0.0833333333333333', 0.33)]",False,Most frequent dominates with 81.11%
361,POS_POS_LATE_FLAG_SUM,float64,289444,103,0.04,289341,99.96,False,81.11,False,0.0,234761,"[(np.float64(0.0), 234761), (np.float64(1.0), 23350), (np.float64(2.0), 9741)]",289444,0.0,81.11,1.0,8.07,"[('0.0', 81.11), ('1.0', 8.07), ('2.0', 3.37)]",False,Most frequent dominates with 81.11%
362,POS_SK_DPD_DEF_MAX,float64,289444,200,0.07,289244,99.93,False,86.22,False,0.0,249554,"[(np.float64(0.0), 249554), (np.float64(1.0), 6394), (np.float64(2.0), 4237)]",289444,0.0,86.22,1.0,2.21,"[('0.0', 86.22), ('1.0', 2.21), ('2.0', 1.46)]",False,Most frequent dominates with 86.22%
363,POS_SK_DPD_DEF_MEAN,float64,289444,4471,1.54,284973,98.46,False,86.22,False,0.0,249554,"[(np.float64(0.0), 249554), (np.float64(0.3333333333333333), 411), (np.float64(0.5), 383)]",289444,0.0,86.22,0.3333333333333333,0.14,"[('0.0', 86.22), ('0.3333333333333333', 0.14), ('0.5', 0.13)]",False,Most frequent dominates with 86.22%
364,POS_SK_DPD_DEF_SUM,float64,289444,373,0.13,289071,99.87,False,86.22,False,0.0,249554,"[(np.float64(0.0), 249554), (np.float64(1.0), 5016), (np.float64(2.0), 3349)]",289444,0.0,86.22,1.0,1.73,"[('0.0', 86.22), ('1.0', 1.73), ('2.0', 1.16)]",False,Most frequent dominates with 86.22%
365,POS_SK_DPD_MAX,float64,289444,1919,0.66,287525,99.34,False,81.11,False,0.0,234761,"[(np.float64(0.0), 234761), (np.float64(1.0), 5027), (np.float64(2.0), 4180)]",289444,0.0,81.11,1.0,1.74,"[('0.0', 81.11), ('1.0', 1.74), ('2.0', 1.44)]",False,Most frequent dominates with 81.11%
366,POS_SK_DPD_MEAN,float64,289444,10768,3.72,278676,96.28,False,81.11,False,0.0,234761,"[(np.float64(0.0), 234761), (np.float64(0.5), 532), (np.float64(1.0), 524)]",289444,0.0,81.11,0.5,0.18,"[('0.0', 81.11), ('0.5', 0.18), ('1.0', 0.18)]",False,Most frequent dominates with 81.11%
367,POS_SK_DPD_SUM,float64,289444,3708,1.28,285736,98.72,False,81.11,False,0.0,234761,"[(np.float64(0.0), 234761), (np.float64(1.0), 4138), (np.float64(2.0), 3015)]",289444,0.0,81.11,1.0,1.43,"[('0.0', 81.11), ('1.0', 1.43), ('2.0', 1.04)]",False,Most frequent dominates with 81.11%
368,POS_SK_ID_PREV_NUNIQUE,float64,289444,25,0.01,289419,99.99,False,30.93,False,1.0,89514,"[(np.float64(1.0), 89514), (np.float64(2.0), 73582), (np.float64(3.0), 49753)]",289444,1.0,30.93,2.0,25.42,"[('1.0', 30.93), ('2.0', 25.42), ('3.0', 17.19)]",False,Most frequent dominates with 30.93%
369,PREV_AMT_ANNUITY_MAX,float64,290640,145950,50.22,144690,49.78,False,1.15,False,22500.0,3334,"[(np.float64(22500.0), 3334), (np.float64(38250.0), 2159), (np.float64(45000.0), 1932)]",290640,22500.0,1.15,38250.0,0.74,"[('22500.0', 1.15), ('38250.0', 0.74), ('45000.0', 0.66)]",False,Most frequent dominates with 1.15%
370,PREV_AMT_ANNUITY_MEAN,float64,290640,267474,92.03,23166,7.97,False,0.19,False,2250.0,545,"[(np.float64(2250.0), 545), (np.float64(6750.0), 265), (np.float64(4500.0), 238)]",290640,2250.0,0.19,6750.0,0.09,"[('2250.0', 0.19), ('6750.0', 0.09), ('4500.0', 0.08)]",False,Most frequent dominates with 0.19%
371,PREV_AMT_APPLICATION_MAX,float64,291057,48662,16.72,242395,83.28,False,4.67,False,450000.0,13580,"[(np.float64(450000.0), 13580), (np.float64(225000.0), 10912), (np.float64(675000.0), 8435)]",291057,450000.0,4.67,225000.0,3.75,"[('450000.0', 4.67), ('225000.0', 3.75), ('675000.0', 2.9)]",False,Most frequent dominates with 4.67%
372,PREV_AMT_APPLICATION_MEAN,float64,291057,191746,65.88,99311,34.12,False,0.35,False,0.0,1015,"[(np.float64(0.0), 1015), (np.float64(225000.0), 956), (np.float64(45000.0), 899)]",291057,0.0,0.35,225000.0,0.33,"[('0.0', 0.35), ('225000.0', 0.33), ('45000.0', 0.31)]",False,Most frequent dominates with 0.35%
373,PREV_AMT_CREDIT_MAX,float64,291057,58510,20.1,232547,79.9,False,2.33,False,450000.0,6775,"[(np.float64(450000.0), 6775), (np.float64(225000.0), 4516), (np.float64(180000.0), 3885)]",291057,450000.0,2.33,225000.0,1.55,"[('450000.0', 2.33), ('225000.0', 1.55), ('180000.0', 1.33)]",False,Most frequent dominates with 2.33%
374,PREV_AMT_CREDIT_MEAN,float64,291057,210626,72.37,80431,27.63,False,0.15,False,45000.0,427,"[(np.float64(45000.0), 427), (np.float64(135000.0), 352), (np.float64(90000.0), 301)]",291057,45000.0,0.15,135000.0,0.12,"[('45000.0', 0.15), ('135000.0', 0.12), ('90000.0', 0.1)]",False,Most frequent dominates with 0.15%
375,PREV_AMT_DOWN_PAYMENT_MAX,float64,273605,21521,7.87,252084,92.13,False,28.13,False,0.0,76954,"[(np.float64(0.0), 76954), (np.float64(4500.0), 8305), (np.float64(9000.0), 7368)]",273605,0.0,28.13,4500.0,3.04,"[('0.0', 28.13), ('4500.0', 3.04), ('9000.0', 2.69)]",False,Most frequent dominates with 28.13%
376,PREV_AMT_DOWN_PAYMENT_MEAN,float64,273605,54046,19.75,219559,80.25,False,28.13,False,0.0,76953,"[(np.float64(0.0), 76953), (np.float64(4500.0), 4576), (np.float64(2250.0), 3124)]",273605,0.0,28.13,4500.0,1.67,"[('0.0', 28.13), ('4500.0', 1.67), ('2250.0', 1.14)]",False,Most frequent dominates with 28.13%
377,PREV_AMT_GOODS_PRICE_MAX,float64,290082,48658,16.77,241424,83.23,False,4.68,False,450000.0,13584,"[(np.float64(450000.0), 13584), (np.float64(225000.0), 10909), (np.float64(675000.0), 8436)]",290082,450000.0,4.68,225000.0,3.76,"[('450000.0', 4.68), ('225000.0', 3.76), ('675000.0', 2.91)]",False,Most frequent dominates with 4.68%
378,PREV_AMT_GOODS_PRICE_MEAN,float64,290082,185829,64.06,104253,35.94,False,0.39,False,135000.0,1138,"[(np.float64(135000.0), 1138), (np.float64(225000.0), 1125), (np.float64(45000.0), 997)]",290082,135000.0,0.39,225000.0,0.39,"[('135000.0', 0.39), ('225000.0', 0.39), ('45000.0', 0.34)]",False,Most frequent dominates with 0.39%
379,PREV_APP_CREDIT_PERC_MAX,float64,290830,141278,48.58,149552,51.42,False,21.58,False,1.0,62765,"[(np.float64(1.0), 62765), (np.float64(1.1111111111111112), 16937), (np.float64(1.25), 4090)]",290830,1.0,21.58,1.1111111111111112,5.82,"[('1.0', 21.58), ('1.1111111111111112', 5.82), ('1.25', 1.41)]",False,Most frequent dominates with 21.58%
380,PREV_APP_CREDIT_PERC_MEAN,float64,290830,247296,85.03,43534,14.97,False,6.39,False,1.0,18575,"[(np.float64(1.0), 18575), (np.float64(1.1111111111111112), 2958), (np.float64(1.0555555555555556), 925)]",290830,1.0,6.39,1.1111111111111112,1.02,"[('1.0', 6.39), ('1.1111111111111112', 1.02), ('1.0555555555555556', 0.32)]",False,Most frequent dominates with 6.39%
381,PREV_APP_CREDIT_PERC_VAR,float64,229461,211714,92.27,17747,7.73,False,2.77,False,0.0,6359,"[(np.float64(0.0), 6359), (np.float64(0.0061728395061728), 893), (np.float64(0.5), 480)]",229461,0.0,2.77,0.0061728395061728,0.39,"[('0.0', 2.77), ('0.0061728395061728', 0.39), ('0.5', 0.21)]",False,Most frequent dominates with 2.77%
382,PREV_CHANNEL_TYPE_AP+ (Cash loan)_MEAN,float64,291057,261,0.09,290796,99.91,False,92.14,False,0.0,268183,"[(np.float64(0.0), 268183), (np.float64(0.5), 2954), (np.float64(0.3333333333333333), 2493)]",291057,0.0,92.14,0.5,1.01,"[('0.0', 92.14), ('0.5', 1.01), ('0.3333333333333333', 0.86)]",False,Most frequent dominates with 92.14%
383,PREV_CHANNEL_TYPE_Car dealer_MEAN,float64,291057,35,0.01,291022,99.99,False,99.89,True,0.0,290739,"[(np.float64(0.0), 290739), (np.float64(0.3333333333333333), 45), (np.float64(0.5), 44)]",291057,0.0,99.89,0.3333333333333333,0.02,"[('0.0', 99.89), ('0.3333333333333333', 0.02), ('0.5', 0.02)]",True,Appears uniformly dominated
384,PREV_CHANNEL_TYPE_Channel of corporate sales_MEAN,float64,291057,129,0.04,290928,99.96,False,99.25,True,0.0,288869,"[(np.float64(0.0), 288869), (np.float64(1.0), 436), (np.float64(0.5), 274)]",291057,0.0,99.25,1.0,0.15,"[('0.0', 99.25), ('1.0', 0.15), ('0.5', 0.09)]",True,Appears uniformly dominated
385,PREV_CHANNEL_TYPE_Contact center_MEAN,float64,291057,222,0.08,290835,99.92,False,86.23,False,0.0,250987,"[(np.float64(0.0), 250987), (np.float64(0.3333333333333333), 4990), (np.float64(0.25), 4598)]",291057,0.0,86.23,0.3333333333333333,1.71,"[('0.0', 86.23), ('0.3333333333333333', 1.71), ('0.25', 1.58)]",False,Most frequent dominates with 86.23%
386,PREV_CHANNEL_TYPE_Country-wide_MEAN,float64,291057,348,0.12,290709,99.88,False,30.83,False,0.0,89739,"[(np.float64(0.0), 89739), (np.float64(1.0), 48391), (np.float64(0.5), 29212)]",291057,0.0,30.83,1.0,16.63,"[('0.0', 30.83), ('1.0', 16.63), ('0.5', 10.04)]",False,Most frequent dominates with 30.83%
387,PREV_CHANNEL_TYPE_Credit and cash offices_MEAN,float64,291057,414,0.14,290643,99.86,False,47.38,False,0.0,137916,"[(np.float64(0.0), 137916), (np.float64(0.5), 23825), (np.float64(0.6666666666666666), 13707)]",291057,0.0,47.38,0.5,8.19,"[('0.0', 47.38), ('0.5', 8.19), ('0.6666666666666666', 4.71)]",False,Most frequent dominates with 47.38%
