,column,count,missing_count,iqr_q1,iqr_q3,iqr_value,iqr_lower_bound,iqr_upper_bound,iqr_lower_count,iqr_upper_count,iqr_total_count,iqr_total_pct,extreme_iqr_count,extreme_iqr_pct,zscore_lower_bound,zscore_upper_bound,zscore_lower_count,zscore_upper_count,zscore_total_count,zscore_total_pct,mod_zscore_mad,mod_zscore_count,mod_zscore_pct,pctl_lower_bound,pctl_upper_bound,pctl_count,pctl_pct,skewness_x,kurtosis,distribution_type_x,is_heavy_tailed,is_skewed,heavy_tail_flag,has_outliers,outlier_severity,suggested_treatment,winsorize_lower,winsorize_upper,distribution_type_y,transformation_recommendation,scaling_needed,clipping_recommendation,winsorization_recommendation,is_numeric,is_discrete,is_near_constant,zero_inflation_flag,binning_opportunity,structure_score,recommended_action,reason,zero_ratio,unique_count,skewness_y,outlier_percentage
56,BUREAU_AMT_CREDIT_MAX_OVERDUE_MAX,183886,123625,0.0,5928.76,5928.76,-8893.14,14821.9,0,20126,20126,10.94,10802,5.87,-1094494.5,1113286.95,0,101,101,0.05,248191.43,87,0.05,0.0,75627.0,1838,1.0,265.92,77719.08,right_skewed,True,True,True,True,severe,consider_log_transform,-8893.14,14821.9,zero_inflated,log1p_or_tweedie,True,True,False,True,False,False,True,True,1.0,bin,"high_skew, high_outliers, zero_inflated",0.6169,44798,265.9265,10.94
57,BUREAU_AMT_CREDIT_MAX_OVERDUE_MEAN,183886,123625,0.0,2124.0,2124.0,-3186.0,5310.0,0,25423,25423,13.83,15608,8.49,-913982.32,924467.17,0,73,73,0.04,206672.36,65,0.04,0.0,41269.5,1838,1.0,318.28,114889.98,right_skewed,True,True,True,True,severe,consider_log_transform,-3186.0,5310.0,zero_inflated,log1p_or_tweedie,True,True,False,True,False,False,True,True,1.0,bin,"high_skew, high_outliers, zero_inflated",0.6169,55265,318.2799,13.83
58,BUREAU_AMT_CREDIT_SUM_DEBT_MAX,256131,51380,0.0,495000.0,495000.0,-742500.0,1237500.0,0,25756,25756,10.06,14110,5.51,-3508045.82,4551300.81,0,4459,4459,1.74,149458.5,35449,13.84,0.0,6277685.4,2647,1.03,16.16,1147.39,right_skewed,True,True,True,True,severe,consider_log_transform,-742500.0,1237500.0,heavy_tailed,quantile_transform_or_robust_scaler,True,True,False,True,False,False,False,True,0.8,bin,"high_skew, high_outliers",0.2766,138943,16.1593,10.06
59,BUREAU_AMT_CREDIT_SUM_DEBT_MEAN,256131,51380,0.0,142136.25,142136.25,-213204.38,355340.62,9,25074,25083,9.79,14018,5.47,-1419560.16,1740340.31,0,2987,2987,1.17,44208.04,33604,13.12,0.0,1935000.0,3856,1.51,19.61,852.65,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-213204.38,355340.62,heavy_tailed,quantile_transform_or_robust_scaler,True,True,False,True,False,False,False,True,0.8,bin,"high_skew, high_outliers",0.2721,169324,19.6092,9.79
60,BUREAU_AMT_CREDIT_SUM_DEBT_SUM,263491,44020,0.0,660062.11,660062.11,-990093.17,1650155.29,8,25396,25404,9.64,13305,5.05,-4261232.54,5542533.05,1,4293,4294,1.63,169020.0,43504,16.51,0.0,6999643.35,3931,1.49,38.91,6723.52,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-990093.17,1650155.29,heavy_tailed,quantile_transform_or_robust_scaler,True,True,False,True,False,False,False,True,0.8,bin,"high_skew, high_outliers",0.2924,154999,38.9057,9.64
61,BUREAU_AMT_CREDIT_SUM_LIMIT_MAX,242442,65069,0.0,0.0,0.0,0.0,0.0,1,48792,48793,20.13,48793,20.13,-233503.17,278064.45,0,5231,5231,2.16,57508.73,4704,1.94,0.0,424286.96,2426,1.0,9.53,229.74,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,yeo_johnson_power_transform,True,True,False,True,False,False,True,True,0.7,bin,"high_skew, zero_inflated",0.7987,34311,9.5329,0.0
62,BUREAU_AMT_CREDIT_SUM_LIMIT_MEAN,242442,65069,0.0,0.0,0.0,0.0,0.0,127,48725,48852,20.15,48852,20.15,-84373.49,96176.44,1,3252,3253,1.34,20296.82,2817,1.16,0.0,112811.07,2552,1.05,28.01,2554.77,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,yeo_johnson_power_transform,True,True,False,True,False,False,True,True,0.7,bin,"high_skew, zero_inflated",0.7985,38928,28.0111,0.0
63,BUREAU_AMT_CREDIT_SUM_LIMIT_SUM,263491,44020,0.0,0.0,0.0,0.0,0.0,127,48725,48852,18.54,48852,18.54,-276837.36,323964.31,3,5323,5326,2.02,67540.12,4695,1.78,0.0,455037.54,2762,1.05,11.91,400.07,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,yeo_johnson_power_transform,True,True,False,True,False,False,True,True,0.7,bin,"high_skew, zero_inflated",0.8146,37278,11.9082,0.0
64,BUREAU_AMT_CREDIT_SUM_MAX,263490,44021,180000.0,1043914.5,863914.5,-1115871.75,2339786.25,0,23469,23469,8.91,12390,4.7,-5286693.57,7238701.86,0,3795,3795,1.44,317700.0,28495,10.81,19350.0,8550000.0,5263,2.0,39.5,5517.29,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-1115871.75,2339786.25,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,0.8,bin,"high_skew, high_outliers",0.0041,65160,39.5003,8.91
65,BUREAU_AMT_CREDIT_SUM_MEAN,263490,44021,103500.0,394116.22,290616.22,-332424.33,830040.55,0,24086,24086,9.14,12466,4.73,-2296939.15,3053099.55,0,2516,2516,0.95,114551.59,25835,9.8,17432.01,2973525.9,5270,2.0,67.62,12028.75,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-332424.33,830040.55,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,0.8,bin,"high_skew, high_outliers",0.0041,209581,67.6234,9.14
66,BUREAU_AMT_CREDIT_SUM_OVERDUE_MAX,263491,44020,0.0,0.0,0.0,0.0,0.0,0,3334,3334,1.27,3334,1.27,-42979.75,43349.69,0,144,144,0.05,9704.87,124,0.05,0.0,31.5,2603,0.99,178.42,39601.71,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9873,1203,178.4196,0.0
67,BUREAU_AMT_CREDIT_SUM_OVERDUE_MEAN,263491,44020,0.0,0.0,0.0,0.0,0.0,0,3334,3334,1.27,3334,1.27,-15825.65,15924.75,0,78,78,0.03,3569.27,72,0.03,0.0,4.5,2627,1.0,218.35,55996.24,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9873,1872,218.3509,0.0
68,BUREAU_AMT_CREDIT_SUM_OVERDUE_SUM,263491,44020,0.0,0.0,0.0,0.0,0.0,0,3334,3334,1.27,3334,1.27,-49268.55,49714.61,0,154,154,0.06,11127.36,135,0.05,0.0,31.5,2608,0.99,152.58,28188.96,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9873,1218,152.5798,0.0
69,BUREAU_AMT_CREDIT_SUM_SUM,263491,44020,343377.27,2297720.7,1954343.43,-2588137.88,5229235.85,0,21991,21991,8.35,9719,3.69,-10349376.76,14260989.93,0,2561,2561,0.97,747981.0,24893,9.45,20790.0,14113076.85,5268,2.0,75.89,15688.33,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-2588137.88,5229235.85,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,0.8,bin,"high_skew, high_outliers",0.0041,205630,75.8869,8.35
70,BUREAU_BB_MONTHS_BALANCE_MAX_MEAN,92231,215280,-12.0,0.0,12.0,-30.0,18.0,3696,0,3696,4.01,806,0.87,-39.02,23.53,1678,0,1678,1.82,4.0,6172,6.69,-46.48,0.0,923,1.0,-2.23,7.39,left_skewed,True,True,True,True,moderate,winsorize_lower_or_clip,-30.0,18.0,heavy_tailed,quantile_transform_or_robust_scaler,True,False,True,True,True,False,False,True,1.0,treat_as_categorical,"high_skew, discrete",0.3638,3958,2.2256,4.01
71,BUREAU_BB_MONTHS_BALANCE_MIN_MEAN,92231,215280,-45.22,-21.0,24.22,-81.56,15.33,1447,0,1447,1.57,0,0.0,-87.67,19.22,652,0,652,0.71,12.0,3,0.0,-86.0,-2.5,1727,1.87,-0.54,0.24,moderate_deviation,False,True,False,True,moderate,winsorize_lower_or_clip,-81.56,15.33,approximately_normal,none_or_standard_scaler,False,False,False,True,False,False,False,False,0.5,keep_continuous,no_strong_signal,0.002,5715,0.5379,1.57
72,BUREAU_BB_MONTHS_BALANCE_SIZE_MEAN,92231,215280,15.0,37.0,22.0,-18.0,70.0,0,2130,2130,2.31,0,0.0,-23.01,77.96,0,1349,1349,1.46,10.75,1087,1.18,2.4,82.0,1824,1.98,1.0,1.17,moderate_deviation,True,True,True,True,moderate,winsorize_upper_or_clip,-18.0,70.0,approximately_normal,none_or_standard_scaler,False,False,True,True,False,False,False,True,0.5,bin,high_skew,0.0,5673,0.9974,2.31
73,BUREAU_BB_STATUS_0_MEAN_MEAN,92231,215280,0.26,0.63,0.37,-0.29,1.19,0,0,0,0.0,0,0.0,-0.31,1.23,0,0,0,0.0,0.18,0,0.0,0.0,1.0,0,0.0,0.29,-0.65,approximately_normal,False,False,False,False,none,none_needed,-0.29,1.19,approximately_normal,none_or_standard_scaler,False,False,False,True,False,False,False,False,0.2,keep_continuous,no_strong_signal,0.0264,60195,0.2931,0.0
74,BUREAU_BB_STATUS_1_MEAN_MEAN,92231,215280,0.0,0.01,0.01,-0.01,0.02,0,15466,15466,16.77,11050,11.98,-0.11,0.14,0,1934,1934,2.1,0.03,1760,1.91,0.0,0.2,888,0.96,6.23,58.33,right_skewed,True,True,True,True,severe,consider_log_transform,-0.01,0.02,zero_inflated,log1p_or_tweedie,True,True,False,True,False,False,True,True,1.0,bin,"high_skew, high_outliers, zero_inflated",0.6738,13162,6.2331,16.77
75,BUREAU_BB_STATUS_2_MEAN_MEAN,92231,215280,0.0,0.0,0.0,0.0,0.0,0,5726,5726,6.21,5726,6.21,-0.02,0.02,0,1277,1277,1.38,0.0,1135,1.23,0.0,0.03,911,0.99,13.25,252.66,right_skewed,True,True,True,True,high,robust_scaling_or_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,False,True,True,0.7,treat_as_categorical,"high_skew, zero_inflated, discrete",0.9379,2759,13.2461,0.0
76,BUREAU_BB_STATUS_3_MEAN_MEAN,92231,215280,0.0,0.0,0.0,0.0,0.0,0,2745,2745,2.98,2745,2.98,-0.01,0.01,0,1004,1004,1.09,0.0,851,0.92,0.0,0.01,913,0.99,27.42,1783.31,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,True,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9702,1455,27.4238,0.0
77,BUREAU_BB_STATUS_4_MEAN_MEAN,92231,215280,0.0,0.0,0.0,0.0,0.0,0,2027,2027,2.2,2027,2.2,-0.01,0.01,0,893,893,0.97,0.0,815,0.88,0.0,0.01,923,1.0,20.58,667.66,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,True,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.978,1122,20.5798,0.0
78,BUREAU_BB_STATUS_5_MEAN_MEAN,92231,215280,0.0,0.0,0.0,0.0,0.0,0,2206,2206,2.39,2206,2.39,-0.08,0.08,0,701,701,0.76,0.02,633,0.69,0.0,0.05,922,1.0,19.03,452.12,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,True,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9761,1632,19.0348,0.0
79,BUREAU_BB_STATUS_BAD_FLAG_MEAN_MEAN,92231,215280,0.0,0.01,0.01,-0.02,0.03,0,15222,15222,16.5,11077,12.01,-0.15,0.18,0,1848,1848,2.0,0.04,1700,1.84,0.0,0.26,923,1.0,6.6,63.79,right_skewed,True,True,True,True,severe,consider_log_transform,-0.02,0.03,zero_inflated,log1p_or_tweedie,True,True,False,True,False,False,True,True,1.0,bin,"high_skew, high_outliers, zero_inflated",0.6633,14129,6.5996,16.5
80,BUREAU_BB_STATUS_BAD_FLAG_SUM_MEAN,92231,215280,0.0,0.27,0.27,-0.41,0.68,0,14093,14093,15.28,9034,9.79,-5.62,6.61,0,1096,1096,1.19,1.37,958,1.04,0.0,7.43,922,1.0,14.13,323.13,right_skewed,True,True,True,True,severe,consider_log_transform,-0.41,0.68,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,1.0,drop_or_encode,near_constant,0.6633,907,14.1295,15.28
81,BUREAU_BB_STATUS_C_FLAG_MEAN_MEAN,92231,215280,0.09,0.52,0.43,-0.55,1.16,0,0,0,0.0,0,0.0,-0.46,1.12,0,0,0,0.0,0.21,0,0.0,0.0,0.91,921,1.0,0.39,-0.85,approximately_normal,False,False,False,False,none,none_needed,-0.55,1.16,approximately_normal,none_or_standard_scaler,False,False,False,True,False,False,False,False,0.2,keep_continuous,no_strong_signal,0.2015,50576,0.3908,0.0
82,BUREAU_BB_STATUS_C_MEAN_MEAN,92231,215280,0.09,0.52,0.43,-0.55,1.16,0,0,0,0.0,0,0.0,-0.46,1.12,0,0,0,0.0,0.21,0,0.0,0.0,0.91,921,1.0,0.39,-0.85,approximately_normal,False,False,False,False,none,none_needed,-0.55,1.16,approximately_normal,none_or_standard_scaler,False,False,False,True,False,False,False,False,0.2,keep_continuous,no_strong_signal,0.2015,50576,0.3908,0.0
83,BUREAU_BB_STATUS_X_FLAG_MEAN_MEAN,92231,215280,0.02,0.29,0.28,-0.4,0.7,0,4277,4277,4.64,0,0.0,-0.49,0.88,0,2102,2102,2.28,0.11,4526,4.91,0.0,1.0,0,0.0,1.57,2.15,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,-0.4,0.7,right_skewed,log1p,True,False,True,True,False,False,False,True,0.8,bin,high_skew,0.2034,40979,1.5661,4.64
84,BUREAU_BB_STATUS_X_MEAN_MEAN,92231,215280,0.02,0.29,0.28,-0.4,0.7,0,4277,4277,4.64,0,0.0,-0.49,0.88,0,2102,2102,2.28,0.11,4526,4.91,0.0,1.0,0,0.0,1.57,2.15,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,-0.4,0.7,right_skewed,log1p,True,False,True,True,False,False,False,True,0.8,bin,high_skew,0.2034,40979,1.5661,4.64
85,BUREAU_BB_STATUS_ZERO_FLAG_MEAN_MEAN,92231,215280,0.26,0.63,0.37,-0.29,1.19,0,0,0,0.0,0,0.0,-0.31,1.23,0,0,0,0.0,0.18,0,0.0,0.0,1.0,0,0.0,0.29,-0.65,approximately_normal,False,False,False,False,none,none_needed,-0.29,1.19,approximately_normal,none_or_standard_scaler,False,False,False,True,False,False,False,False,0.2,keep_continuous,no_strong_signal,0.0264,60195,0.2931,0.0
86,BUREAU_BB_STATUS_nan_MEAN_MEAN,92231,215280,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0,0,0,0.0,,0,0.0,0.0,0.0,0,0.0,,,moderate_deviation,False,False,False,False,none,none_needed,0.0,0.0,constant_or_near_constant,drop_column,True,False,False,True,True,True,True,False,0.2,drop_or_encode,near_constant,1.0,1,0.0,0.0
87,BUREAU_BUREAU_DEBT_CREDIT_RATIO_RAW_MAX,254877,52634,0.0,0.95,0.95,-1.43,2.38,1,1138,1139,0.45,708,0.28,-1194.26,1199.8,0,33,33,0.01,0.24,1399,0.55,0.0,1.42,2613,1.03,308.93,102266.55,right_skewed,True,True,True,True,low,investigate_individually,-1.43,2.38,heavy_tailed,quantile_transform_or_robust_scaler,True,False,False,True,False,False,False,True,0.5,bin,high_skew,0.2738,150668,308.9273,0.45
88,BUREAU_BUREAU_DEBT_CREDIT_RATIO_RAW_MEAN,254877,52634,0.0,0.38,0.38,-0.56,0.94,44,6724,6768,2.66,472,0.19,-76.96,77.82,1,49,50,0.02,0.19,698,0.27,0.0,1.0,2993,1.17,232.31,59868.45,right_skewed,True,True,True,True,moderate,winsorize_both_tails,-0.56,0.94,heavy_tailed,quantile_transform_or_robust_scaler,True,False,True,True,False,False,False,True,0.5,bin,high_skew,0.2706,179453,232.3108,2.66
89,BUREAU_BUREAU_OVERDUE_DEBT_RATIO_RAW_MAX,186442,121069,0.0,0.0,0.0,0.0,0.0,0,2386,2386,1.28,2386,1.28,-4.48,4.49,0,20,20,0.01,1.01,19,0.01,0.0,0.0,1865,1.0,377.85,153933.57,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9872,2197,377.8558,0.0
90,BUREAU_BUREAU_OVERDUE_DEBT_RATIO_RAW_MEAN,186442,121069,0.0,0.0,0.0,0.0,0.0,0,2386,2386,1.28,2386,1.28,-1.66,1.67,0,22,22,0.01,0.37,21,0.01,0.0,0.0,1865,1.0,301.62,104577.97,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9872,2224,301.6203,0.0
91,BUREAU_CLOSED_AMT_CREDIT_SUM_MEAN,230165,77346,68689.38,253340.36,184650.98,-208287.09,530316.82,0,22856,22856,9.93,12323,5.35,-2156203.95,2671504.94,0,1417,1417,0.62,71145.0,25146,10.93,4556.16,2093068.66,4604,2.0,104.24,21076.67,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-208287.09,530316.82,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,0.8,bin,"high_skew, high_outliers",0.0083,171533,104.2441,9.93
92,BUREAU_CLOSED_AMT_CREDIT_SUM_SUM,230165,77346,157455.0,1063836.72,906381.72,-1202117.58,2423409.3,0,20834,20834,9.05,9912,4.31,-8517529.96,10469006.43,0,1234,1234,0.54,328239.0,25302,10.99,6750.0,7917203.52,4591,1.99,163.46,47997.37,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-1202117.58,2423409.3,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,0.8,bin,"high_skew, high_outliers",0.0083,168797,163.4644,9.05
93,BUREAU_CLOSED_DAYS_CREDIT_MAX,230165,77346,-1198.0,-437.0,761.0,-2339.5,704.5,12598,0,12598,5.47,0,0.0,-2831.41,1016.52,1437,0,1437,0.62,345.0,7741,3.36,-2779.0,-54.0,4558,1.98,-1.19,0.86,left_skewed,False,True,True,True,high,winsorize_lower_or_clip,-2339.5,704.5,left_skewed,yeo_johnson_or_square_transform,True,True,False,True,True,False,False,True,0.8,treat_as_categorical,"high_skew, high_outliers, discrete",0.0,2921,1.1911,5.47
94,BUREAU_CLOSED_DAYS_CREDIT_MEAN,230165,77346,-1778.0,-939.0,839.0,-3036.5,319.5,0,0,0,0.0,0,0.0,-3184.97,416.65,0,0,0,0.0,419.45,0,0.0,-2788.0,-217.0,4584,1.99,-0.23,-0.45,approximately_normal,False,False,False,False,none,none_needed,-3036.5,319.5,approximately_normal,none_or_standard_scaler,True,False,False,True,False,False,False,False,0.2,keep_continuous,no_strong_signal,0.0,44873,0.2338,0.0
95,BUREAU_CLOSED_DAYS_CREDIT_MIN,230165,77346,-2609.0,-1210.0,1399.0,-4707.5,888.5,0,0,0,0.0,0,0.0,-4261.91,510.31,0,0,0,0.0,665.0,0,0.0,-2912.0,-234.0,4477,1.95,0.4,-1.13,light_tailed,False,False,False,False,none,none_needed,-4707.5,888.5,approximately_normal,none_or_standard_scaler,True,False,False,True,True,False,False,True,0.2,treat_as_categorical,discrete,0.0,2912,0.3955,0.0
96,BUREAU_CNT_CREDIT_PROLONG_MEAN,263491,44020,0.0,0.0,0.0,0.0,0.0,0,8508,8508,3.23,8508,3.23,-0.19,0.21,0,2946,2946,1.12,0.04,2840,1.08,0.0,0.25,2088,0.79,20.23,804.02,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,True,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9677,111,20.2305,0.0
97,BUREAU_CNT_CREDIT_PROLONG_SUM,263491,44020,0.0,0.0,0.0,0.0,0.0,0,8508,8508,3.23,8508,3.23,-0.7,0.78,0,8508,8508,3.23,0.17,8508,3.23,0.0,1.0,1639,0.62,8.4,103.75,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,True,True,True,True,True,True,0.5,drop_or_encode,near_constant,0.9677,10,8.3994,0.0
98,BUREAU_CREDIT_ACTIVE_Active_MEAN,263491,44020,0.2,0.6,0.4,-0.4,1.2,0,0,0,0.0,0,0.0,-0.51,1.34,0,0,0,0.0,0.2,0,0.0,0.0,1.0,0,0.0,0.48,-0.62,approximately_normal,False,False,False,False,none,none_needed,-0.4,1.2,approximately_normal,none_or_standard_scaler,False,False,False,True,True,True,False,True,0.2,drop_or_encode,near_constant,0.1759,296,0.4772,0.0
99,BUREAU_CREDIT_ACTIVE_Bad debt_MEAN,263491,44020,0.0,0.0,0.0,0.0,0.0,0,20,20,0.01,20,0.01,-0.0,0.0,0,20,20,0.01,0.0,20,0.01,0.0,0.0,20,0.01,189.15,44263.54,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.5,drop_or_encode,near_constant,0.9999,15,189.1494,0.0
100,BUREAU_CREDIT_ACTIVE_Closed_MEAN,263491,44020,0.4,0.8,0.4,-0.2,1.4,0,0,0,0.0,0,0.0,-0.34,1.51,0,0,0,0.0,0.2,0,0.0,0.0,1.0,0,0.0,-0.46,-0.63,approximately_normal,False,False,False,False,none,none_needed,-0.2,1.4,approximately_normal,none_or_standard_scaler,False,False,False,True,True,True,False,True,0.2,drop_or_encode,near_constant,0.1265,304,0.461,0.0
101,BUREAU_CREDIT_ACTIVE_Sold_MEAN,263491,44020,0.0,0.0,0.0,0.0,0.0,0,5226,5226,1.98,5226,1.98,-0.11,0.12,0,2972,2972,1.13,0.03,2603,0.99,0.0,0.12,2620,0.99,16.49,351.19,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9802,70,16.4926,0.0
102,BUREAU_CREDIT_ACTIVE_nan_MEAN,263491,44020,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0,0,0,0.0,,0,0.0,0.0,0.0,0,0.0,,,moderate_deviation,False,False,False,False,none,none_needed,0.0,0.0,constant_or_near_constant,drop_column,True,False,False,True,True,True,True,False,0.2,drop_or_encode,near_constant,1.0,1,0.0,0.0
103,BUREAU_CREDIT_CURRENCY_currency 1_MEAN,263491,44020,1.0,1.0,0.0,1.0,1.0,968,0,968,0.37,968,0.37,0.95,1.05,931,0,931,0.35,0.01,890,0.34,1.0,1.0,968,0.37,-34.76,1540.22,left_skewed,True,True,True,True,low,investigate_individually,1.0,1.0,heavy_tailed,quantile_transform_or_robust_scaler,True,False,False,True,True,True,False,True,0.5,drop_or_encode,near_constant,0.0001,57,34.7581,0.0
104,BUREAU_CREDIT_CURRENCY_currency 2_MEAN,263491,44020,0.0,0.0,0.0,0.0,0.0,0,846,846,0.32,846,0.32,-0.05,0.05,0,814,814,0.31,0.01,794,0.3,0.0,0.0,846,0.32,36.8,1708.1,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9968,55,36.7989,0.0
105,BUREAU_CREDIT_CURRENCY_currency 3_MEAN,263491,44020,0.0,0.0,0.0,0.0,0.0,0,135,135,0.05,135,0.05,-0.01,0.01,0,135,135,0.05,0.0,135,0.05,0.0,0.0,135,0.05,101.71,15882.6,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9995,33,101.7098,0.0
106,BUREAU_CREDIT_CURRENCY_currency 4_MEAN,263491,44020,0.0,0.0,0.0,0.0,0.0,0,9,9,0.0,9,0.0,-0.0,0.0,0,9,9,0.0,0.0,9,0.0,0.0,0.0,9,0.0,255.85,76625.47,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,False,0.5,drop_or_encode,near_constant,1.0,7,255.8499,0.0
107,BUREAU_CREDIT_CURRENCY_nan_MEAN,263491,44020,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0,0,0,0.0,,0,0.0,0.0,0.0,0,0.0,,,moderate_deviation,False,False,False,False,none,none_needed,0.0,0.0,constant_or_near_constant,drop_column,True,False,False,True,True,True,True,False,0.2,drop_or_encode,near_constant,1.0,1,0.0,0.0
108,BUREAU_CREDIT_DAY_OVERDUE_MAX,263491,44020,0.0,0.0,0.0,0.0,0.0,0,3397,3397,1.29,3397,1.29,-262.65,272.2,0,808,808,0.31,60.13,788,0.3,0.0,17.0,2581,0.98,23.04,570.08,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9871,868,23.0395,0.0
109,BUREAU_CREDIT_DAY_OVERDUE_MEAN,263491,44020,0.0,0.0,0.0,0.0,0.0,0,3397,3397,1.29,3397,1.29,-76.44,78.51,0,697,697,0.26,17.42,653,0.25,0.0,2.5,2619,0.99,52.96,4026.83,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9871,1541,52.9637,0.0
110,BUREAU_CREDIT_DAY_OVERDUE_SUM,263491,44020,0.0,0.0,0.0,0.0,0.0,0,3397,3397,1.29,3397,1.29,-272.6,282.48,0,808,808,0.31,62.4,796,0.3,0.0,17.0,2607,0.99,23.6,622.33,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9871,879,23.602,0.0
111,BUREAU_CREDIT_TYPE_Another type of loan_MEAN,263491,44020,0.0,0.0,0.0,0.0,0.0,0,813,813,0.31,813,0.31,-0.05,0.05,0,789,789,0.3,0.01,752,0.29,0.0,0.0,813,0.31,38.62,1852.74,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9969,38,38.6176,0.0
