,column,sample_size,target_type,pearson_corr_with_target,pearson_pvalue,pearson_ci_lower,pearson_ci_upper,spearman_corr_with_target,spearman_pvalue,point_biserial_corr,point_biserial_pvalue,mutual_info_score,mutual_info_normalized,eta_squared,abs_max_correlation,best_method,best_correlation,best_pvalue,correlation_direction,signal_strength,is_significant,is_strong_signal,mutual_information_numeric,nonlinear_signal_strength,signal_to_noise_flag,target_mean_by_bin_variation,monotonic_trend_with_target,bin_lift_max,correlation,information_value,predictive_level,is_predictive,n_valid_bins,unique_values,reason,max_abs_correlation,corr_score,mi_score,bin_var_score,bin_lift_score,total_score,predictive_power_band
313,LIVINGAPARTMENTS_MEDI,97312,binary,-0.0246,0.0,-0.0309,-0.0183,-0.0308,0.0,-0.0246,0.0,0.0,0.0,0.0006,0.0308,spearman,-0.0308,0.0,negative,negligible,True,False,0.026254,moderate,True,0.0291,True,1.0782,-0.0308,0.0168,very_weak,False,10,1097,,0.0308,0,2,0,0,2,weak
314,LIVINGAPARTMENTS_MODE,97312,binary,-0.0234,0.0,-0.0297,-0.0171,-0.0292,0.0,-0.0234,0.0,0.0005,0.0002,0.0005,0.0292,spearman,-0.0292,0.0,negative,negligible,True,False,0.02702,moderate,True,0.0281,True,1.0748,-0.0292,0.0156,very_weak,False,10,736,,0.0292,0,2,0,0,2,weak
315,LIVINGAREA_AVG,153161,binary,-0.033,0.0,-0.038,-0.028,-0.0416,0.0,-0.033,0.0,0.0003,0.0001,0.0011,0.0416,spearman,-0.0416,0.0,negative,negligible,True,False,0.009932,weak,True,0.0375,True,1.1433,-0.0416,0.0269,weak,False,10,5199,,0.0416,0,1,1,0,2,weak
316,LIVINGAREA_MEDI,153161,binary,-0.0327,0.0,-0.0377,-0.0277,-0.0411,0.0,-0.0327,0.0,0.0,0.0,0.0011,0.0411,spearman,-0.0411,0.0,negative,negligible,True,False,0.010851,weak,True,0.0363,True,1.1351,-0.0411,0.0262,weak,False,10,5281,,0.0411,0,1,1,0,2,weak
317,LIVINGAREA_MODE,153161,binary,-0.0307,0.0,-0.0357,-0.0257,-0.0391,0.0,-0.0307,0.0,0.0,0.0,0.0009,0.0391,spearman,-0.0391,0.0,negative,negligible,True,False,0.010411,weak,True,0.0349,True,1.1292,-0.0391,0.0248,weak,False,10,5301,,0.0391,0,1,1,0,2,weak
318,NONLIVINGAPARTMENTS_AVG,93997,binary,-0.0032,0.330181,-0.0096,0.0032,-0.0063,0.053311,-0.0032,0.330181,0.0,0.0,0.0,0.0063,spearman,-0.0063,0.053311,none,negligible,False,False,0.001259,negligible,False,0.0115,True,0.9028,-0.0063,0.0021,very_weak,False,5,386,,0.0063,0,0,0,0,0,very_weak
319,NONLIVINGAPARTMENTS_MEDI,93997,binary,-0.0028,0.397942,-0.0091,0.0036,-0.0051,0.121275,-0.0028,0.397942,0.0,0.0,0.0,0.0051,spearman,-0.0051,0.121275,none,negligible,False,False,0.000152,negligible,False,0.0131,True,0.9227,-0.0051,0.0021,very_weak,False,5,214,,0.0051,0,0,0,0,0,very_weak
320,NONLIVINGAPARTMENTS_MODE,93997,binary,-0.0016,0.633206,-0.0079,0.0048,-0.0037,0.261004,-0.0016,0.633206,0.0,0.0,0.0,0.0037,spearman,-0.0037,0.261004,none,negligible,False,False,0.000457,negligible,False,0.0123,True,0.9136,-0.0037,0.0018,very_weak,False,4,167,,0.0037,0,0,0,0,0,very_weak
321,NONLIVINGAREA_AVG,137829,binary,-0.0136,0.0,-0.0189,-0.0083,-0.014,0.0,-0.0136,0.0,0.0011,0.0006,0.0002,0.014,spearman,-0.014,0.0,negative,negligible,True,False,0.002954,negligible,False,0.0133,True,0.8872,-0.014,0.0043,very_weak,False,6,3290,,0.014,0,0,0,0,0,very_weak
322,NONLIVINGAREA_MEDI,137829,binary,-0.0133,1e-06,-0.0186,-0.0081,-0.0132,1e-06,-0.0133,1e-06,0.0011,0.0006,0.0002,0.0133,pearson,-0.0133,1e-06,negative,negligible,True,False,0.002728,negligible,False,0.0128,True,0.885,-0.0132,0.0041,very_weak,False,6,3323,,0.0133,0,0,0,0,0,very_weak
323,NONLIVINGAREA_MODE,137829,binary,-0.0127,2e-06,-0.018,-0.0074,-0.0125,3e-06,-0.0127,2e-06,0.0004,0.0002,0.0002,0.0127,pearson,-0.0127,2e-06,negative,negligible,True,False,0.00106,negligible,False,0.0114,True,0.8878,-0.0125,0.0033,very_weak,False,6,3327,,0.0127,0,0,0,0,0,very_weak
324,OBS_30_CNT_SOCIAL_CIRCLE,306490,binary,0.0091,0.0,0.0056,0.0127,0.0094,0.0,0.0091,0.0,0.0022,0.0011,0.0001,0.0094,spearman,0.0094,0.0,none,negligible,True,False,0.001352,negligible,False,0.009,True,1.0931,0.0094,0.0015,very_weak,False,5,33,,0.0094,0,0,0,0,0,very_weak
325,OBS_60_CNT_SOCIAL_CIRCLE,306490,binary,0.009,1e-06,0.0055,0.0126,0.0092,0.0,0.009,1e-06,0.0019,0.001,0.0001,0.0092,spearman,0.0092,0.0,none,negligible,True,False,0.002153,negligible,False,0.0091,True,1.0943,0.0092,0.0015,very_weak,False,5,33,,0.0092,0,0,0,0,0,very_weak
326,OWN_CAR_AGE,104582,binary,0.0376,0.0,0.0316,0.0437,0.0529,0.0,0.0376,0.0,0.0023,0.0011,0.0014,0.0529,spearman,0.0529,0.0,positive,negligible,True,False,0.02878,moderate,True,0.0424,True,1.1673,0.0529,0.0505,weak,False,10,62,,0.0529,1,2,1,0,4,moderate
327,POS_CNT_INSTALMENT_FUTURE_MAX,289420,binary,0.0133,0.0,0.0097,0.017,0.0062,0.000814,0.0133,0.0,0.0064,0.0032,0.0002,0.0133,pearson,0.0133,0.0,positive,negligible,True,False,0.006927,weak,True,0.0262,True,1.2284,0.0062,0.0089,very_weak,False,8,62,,0.0133,0,1,0,0,1,very_weak
328,POS_CNT_INSTALMENT_FUTURE_MEAN,289420,binary,0.0278,0.0,0.0242,0.0315,0.0199,0.0,0.0278,0.0,0.0024,0.0012,0.0008,0.0278,point_biserial,0.0278,0.0,positive,negligible,True,False,0.003358,negligible,False,0.0347,True,1.3179,0.0199,0.0153,very_weak,False,10,39840,,0.0278,0,0,1,1,2,weak
329,POS_CNT_INSTALMENT_FUTURE_SUM,289444,binary,-0.0059,0.001557,-0.0095,-0.0022,-0.0181,0.0,-0.0059,0.001557,0.0016,0.0008,0.0,0.0181,spearman,-0.0181,0.0,negative,negligible,True,False,0.001375,negligible,False,0.0228,True,1.1748,-0.0181,0.0093,very_weak,False,10,2892,,0.0181,0,0,0,0,0,very_weak
330,POS_CNT_INSTALMENT_MAX,289420,binary,0.0133,0.0,0.0097,0.0169,0.006,0.001135,0.0133,0.0,0.0064,0.0032,0.0002,0.0133,point_biserial,0.0133,0.0,positive,negligible,True,False,0.007073,weak,True,0.0263,True,1.2283,0.006,0.009,very_weak,False,8,61,,0.0133,0,1,0,0,1,very_weak
331,POS_CNT_INSTALMENT_MEAN,289420,binary,0.0181,0.0,0.0144,0.0217,0.0155,0.0,0.0181,0.0,0.0026,0.0013,0.0003,0.0181,pearson,0.0181,0.0,positive,negligible,True,False,0.003141,negligible,False,0.0284,True,1.2101,0.0155,0.0133,very_weak,False,10,41222,,0.0181,0,0,0,0,0,very_weak
332,POS_CNT_INSTALMENT_SUM,289444,binary,-0.0147,0.0,-0.0183,-0.011,-0.0238,0.0,-0.0147,0.0,0.001,0.0005,0.0002,0.0238,spearman,-0.0238,0.0,negative,negligible,True,False,0.000591,negligible,False,0.0193,True,1.1416,-0.0238,0.0088,very_weak,False,10,4194,,0.0238,0,0,0,0,0,very_weak
333,POS_MONTHS_BALANCE_MAX,289444,binary,-0.0043,0.020081,-0.008,-0.0007,-0.0118,0.0,-0.0043,0.020081,0.0002,0.0001,0.0,0.0118,spearman,-0.0118,0.0,negative,negligible,True,False,0.000483,negligible,False,0.0194,True,1.1575,-0.0118,0.0067,very_weak,False,7,96,,0.0118,0,0,0,0,0,very_weak
334,POS_MONTHS_BALANCE_MIN,289444,binary,0.0553,0.0,0.0517,0.0589,0.0555,0.0,0.0553,0.0,0.0019,0.001,0.0031,0.0555,spearman,0.0555,0.0,positive,negligible,True,False,0.002965,negligible,False,0.044,True,1.2775,0.0555,0.0422,weak,False,10,96,,0.0555,1,0,1,0,2,weak
335,POS_MONTHS_BALANCE_SIZE,289444,binary,-0.0356,0.0,-0.0393,-0.032,-0.0432,0.0,-0.0356,0.0,0.0014,0.0007,0.0013,0.0432,spearman,-0.0432,0.0,negative,negligible,True,False,0.002061,negligible,False,0.0367,True,1.2542,-0.0432,0.0285,weak,False,10,227,,0.0432,0,0,1,0,1,very_weak
336,POS_NAME_CONTRACT_STATUS_Active_MEAN,289444,binary,-0.008,1.6e-05,-0.0117,-0.0044,-0.0075,4.9e-05,-0.008,1.6e-05,0.0021,0.001,0.0001,0.008,point_biserial,-0.008,1.6e-05,none,negligible,True,False,0.00237,negligible,False,0.0241,True,1.168,-0.0075,0.0087,very_weak,False,10,1922,,0.008,0,0,0,0,0,very_weak
337,POS_NAME_CONTRACT_STATUS_Amortized debt_MEAN,289444,binary,0.0064,0.000588,0.0027,0.01,0.0084,6e-06,0.0064,0.000588,0.0,0.0,0.0,0.0084,spearman,0.0084,6e-06,none,negligible,True,False,0.000627,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0084,0,0,0,0,0,very_weak
338,POS_NAME_CONTRACT_STATUS_Approved_MEAN,289444,binary,0.0007,0.707061,-0.0029,0.0043,-0.0022,0.230559,0.0007,0.707061,0.0,0.0,0.0,0.0022,spearman,-0.0022,0.230559,none,negligible,False,False,7.6e-05,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0022,0,0,0,0,0,very_weak
339,POS_NAME_CONTRACT_STATUS_Canceled_MEAN,289444,binary,-0.0002,0.893805,-0.0039,0.0034,0.002,0.281808,-0.0002,0.893805,0.0,0.0,0.0,0.002,spearman,0.002,0.281808,none,negligible,False,False,0.0,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.002,0,0,0,0,0,very_weak
340,POS_NAME_CONTRACT_STATUS_Completed_MEAN,289444,binary,0.0004,0.815282,-0.0032,0.0041,0.0019,0.314751,0.0004,0.815282,0.0022,0.0011,0.0,0.0019,spearman,0.0019,0.314751,none,negligible,False,False,0.002362,negligible,False,0.0129,True,1.1083,0.0019,0.0025,very_weak,False,9,1560,,0.0019,0,0,0,0,0,very_weak
341,POS_NAME_CONTRACT_STATUS_Demand_MEAN,289444,binary,0.0072,0.000107,0.0036,0.0108,0.0106,0.0,0.0072,0.000107,0.0,0.0,0.0001,0.0106,spearman,0.0106,0.0,positive,negligible,True,False,0.0,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0106,0,0,0,0,0,very_weak
342,POS_NAME_CONTRACT_STATUS_Returned to the store_MEAN,289444,binary,0.012,0.0,0.0084,0.0157,0.0082,1.1e-05,0.012,0.0,0.0,0.0,0.0001,0.012,point_biserial,0.012,0.0,positive,negligible,True,False,0.0,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.012,0,0,0,0,0,very_weak
343,POS_NAME_CONTRACT_STATUS_Signed_MEAN,289444,binary,0.0105,0.0,0.0068,0.0141,-0.0014,0.449735,0.0105,0.0,0.0,0.0,0.0001,0.0105,pearson,0.0105,0.0,positive,negligible,True,False,0.00074,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0105,0,0,0,0,0,very_weak
344,POS_NAME_CONTRACT_STATUS_XNA_MEAN,289444,binary,-0.0008,0.673354,-0.0044,0.0029,-0.0008,0.67334,-0.0008,0.673354,0.0,0.0,0.0,0.0008,spearman,-0.0008,0.67334,none,negligible,False,False,0.000147,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0008,0,0,0,0,0,very_weak
345,POS_NAME_CONTRACT_STATUS_nan_MEAN,289444,binary,,,,,,,,,0.0,0.0,,,none,,,unknown,unknown,False,False,,unknown,False,,False,,,,none,False,0,0,insufficient_data,,0,0,0,0,0,very_weak
346,POS_POS_LATE_FLAG_MEAN,289444,binary,0.0306,0.0,0.027,0.0343,0.0361,0.0,0.0306,0.0,0.0009,0.0004,0.0009,0.0361,spearman,0.0361,0.0,positive,negligible,True,False,0.000298,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0361,0,0,0,0,0,very_weak
347,POS_POS_LATE_FLAG_SUM,289444,binary,0.0119,0.0,0.0083,0.0155,0.0329,0.0,0.0119,0.0,0.0005,0.0002,0.0001,0.0329,spearman,0.0329,0.0,positive,negligible,True,False,0.000203,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0329,0,0,0,0,0,very_weak
348,POS_SK_DPD_DEF_MAX,289444,binary,0.0096,0.0,0.0059,0.0132,0.04,0.0,0.0096,0.0,0.001,0.0005,0.0001,0.04,spearman,0.04,0.0,positive,negligible,True,False,0.0,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.04,0,0,0,0,0,very_weak
349,POS_SK_DPD_DEF_MEAN,289444,binary,0.0065,0.000475,0.0029,0.0101,0.0413,0.0,0.0065,0.000475,0.0014,0.0007,0.0,0.0413,spearman,0.0413,0.0,positive,negligible,True,False,0.001819,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0413,0,0,0,0,0,very_weak
350,POS_SK_DPD_DEF_SUM,289444,binary,0.005,0.007737,0.0013,0.0086,0.04,0.0,0.005,0.007737,0.0008,0.0004,0.0,0.04,spearman,0.04,0.0,positive,negligible,True,False,0.000265,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.04,0,0,0,0,0,very_weak
351,POS_SK_DPD_MAX,289444,binary,0.0048,0.010389,0.0011,0.0084,0.0335,0.0,0.0048,0.010389,0.0005,0.0003,0.0,0.0335,spearman,0.0335,0.0,positive,negligible,True,False,0.000987,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0335,0,0,0,0,0,very_weak
352,POS_SK_DPD_MEAN,289444,binary,0.0054,0.003451,0.0018,0.0091,0.0353,0.0,0.0054,0.003451,0.0013,0.0006,0.0,0.0353,spearman,0.0353,0.0,positive,negligible,True,False,0.001718,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0353,0,0,0,0,0,very_weak
353,POS_SK_DPD_SUM,289444,binary,0.0047,0.010771,0.0011,0.0084,0.0333,0.0,0.0047,0.010771,0.0005,0.0002,0.0,0.0333,spearman,0.0333,0.0,positive,negligible,True,False,0.000164,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0333,0,0,0,0,0,very_weak
354,POS_SK_ID_PREV_NUNIQUE,289444,binary,-0.0405,0.0,-0.0441,-0.0369,-0.0478,0.0,-0.0405,0.0,0.0112,0.0056,0.0016,0.0478,spearman,-0.0478,0.0,negative,negligible,True,False,0.012201,weak,True,0.0271,True,1.135,-0.0478,0.0253,weak,False,5,25,,0.0478,0,1,0,0,1,very_weak
355,PREV_AMT_ANNUITY_MAX,290640,binary,-0.029,0.0,-0.0326,-0.0253,-0.0273,0.0,-0.029,0.0,0.0057,0.0028,0.0008,0.029,point_biserial,-0.029,0.0,negative,negligible,True,False,0.005587,weak,True,0.0332,True,1.2364,-0.0273,0.0123,very_weak,False,10,145950,,0.029,0,1,1,0,2,weak
356,PREV_AMT_ANNUITY_MEAN,290640,binary,-0.0349,0.0,-0.0385,-0.0312,-0.0336,0.0,-0.0349,0.0,0.0013,0.0007,0.0012,0.0349,pearson,-0.0349,0.0,negative,negligible,True,False,0.001716,negligible,False,0.0387,True,1.242,-0.0336,0.0171,very_weak,False,10,267474,,0.0349,0,0,1,0,1,very_weak
357,PREV_AMT_APPLICATION_MAX,291057,binary,-0.0126,0.0,-0.0162,-0.009,-0.016,0.0,-0.0126,0.0,0.0027,0.0014,0.0002,0.016,spearman,-0.016,0.0,negative,negligible,True,False,0.002606,negligible,False,0.0324,True,1.2746,-0.016,0.012,very_weak,False,10,48662,,0.016,0,0,1,0,1,very_weak
358,PREV_AMT_APPLICATION_MEAN,291057,binary,-0.0218,0.0,-0.0254,-0.0182,-0.0273,0.0,-0.0218,0.0,0.0009,0.0005,0.0005,0.0273,spearman,-0.0273,0.0,negative,negligible,True,False,0.001472,negligible,False,0.0337,True,1.2861,-0.0273,0.0122,very_weak,False,10,191746,,0.0273,0,0,1,0,1,very_weak
359,PREV_AMT_CREDIT_MAX,291057,binary,-0.0084,5e-06,-0.0121,-0.0048,-0.0105,0.0,-0.0084,5e-06,0.004,0.002,0.0001,0.0105,spearman,-0.0105,0.0,negative,negligible,True,False,0.00368,negligible,False,0.0299,True,1.2511,-0.0105,0.0108,very_weak,False,10,58510,,0.0105,0,0,0,0,0,very_weak
360,PREV_AMT_CREDIT_MEAN,291057,binary,-0.0161,0.0,-0.0197,-0.0125,-0.0203,0.0,-0.0161,0.0,0.0014,0.0007,0.0003,0.0203,spearman,-0.0203,0.0,negative,negligible,True,False,0.001555,negligible,False,0.0281,True,1.2517,-0.0203,0.0083,very_weak,False,10,210626,,0.0203,0,0,0,0,0,very_weak
361,PREV_AMT_DOWN_PAYMENT_MAX,273605,binary,-0.0253,0.0,-0.029,-0.0215,-0.0518,0.0,-0.0253,0.0,0.0014,0.0007,0.0006,0.0518,spearman,-0.0518,0.0,negative,negligible,True,False,0.00126,negligible,False,0.0478,True,1.264,-0.0518,0.044,weak,False,8,21521,,0.0518,1,0,1,0,2,weak
362,PREV_AMT_DOWN_PAYMENT_MEAN,273605,binary,-0.0246,0.0,-0.0284,-0.0209,-0.0472,0.0,-0.0246,0.0,0.001,0.0005,0.0006,0.0472,spearman,-0.0472,0.0,negative,negligible,True,False,0.001301,negligible,False,0.0396,True,1.1612,-0.0472,0.0355,weak,False,9,54046,,0.0472,0,0,1,0,1,very_weak
363,PREV_AMT_GOODS_PRICE_MAX,290082,binary,-0.0129,0.0,-0.0165,-0.0093,-0.0166,0.0,-0.0129,0.0,0.0021,0.0011,0.0002,0.0166,spearman,-0.0166,0.0,negative,negligible,True,False,0.002881,negligible,False,0.0334,True,1.2874,-0.0166,0.0127,very_weak,False,10,48658,,0.0166,0,0,1,0,1,very_weak
364,PREV_AMT_GOODS_PRICE_MEAN,290082,binary,-0.0158,0.0,-0.0195,-0.0122,-0.0186,0.0,-0.0158,0.0,0.0006,0.0003,0.0003,0.0186,spearman,-0.0186,0.0,negative,negligible,True,False,0.001115,negligible,False,0.0304,True,1.2684,-0.0186,0.0093,very_weak,False,10,185829,,0.0186,0,0,1,0,1,very_weak
365,PREV_APP_CREDIT_PERC_MAX,290830,binary,-0.0309,0.0,-0.0345,-0.0272,-0.0496,0.0,-0.0309,0.0,0.0046,0.0023,0.001,0.0496,spearman,-0.0496,0.0,negative,negligible,True,False,0.005032,weak,True,0.0433,True,1.2601,-0.0496,0.0372,weak,False,9,141278,,0.0496,0,1,1,0,2,weak
366,PREV_APP_CREDIT_PERC_MEAN,290830,binary,-0.0356,0.0,-0.0392,-0.0319,-0.0517,0.0,-0.0356,0.0,0.0021,0.001,0.0013,0.0517,spearman,-0.0517,0.0,negative,negligible,True,False,0.002577,negligible,False,0.0462,True,1.3131,-0.0517,0.0433,weak,False,10,247296,,0.0517,1,0,1,1,3,weak
367,PREV_APP_CREDIT_PERC_VAR,229461,binary,-0.0084,5.6e-05,-0.0125,-0.0043,-0.006,0.003901,-0.0084,5.6e-05,0.0018,0.0009,0.0001,0.0084,point_biserial,-0.0084,5.6e-05,none,negligible,True,False,0.002046,negligible,False,0.0233,True,1.1234,-0.006,0.01,very_weak,False,10,211714,,0.0084,0,0,0,0,0,very_weak
368,PREV_CHANNEL_TYPE_AP+ (Cash loan)_MEAN,291057,binary,0.0348,0.0,0.0312,0.0385,0.0334,0.0,0.0348,0.0,0.0008,0.0004,0.0012,0.0348,point_biserial,0.0348,0.0,positive,negligible,True,False,0.001188,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0348,0,0,0,0,0,very_weak
369,PREV_CHANNEL_TYPE_Car dealer_MEAN,291057,binary,-0.0031,0.089412,-0.0068,0.0005,-0.0042,0.02376,-0.0031,0.089412,0.0001,0.0001,0.0,0.0042,spearman,-0.0042,0.02376,none,negligible,True,False,0.0,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0042,0,0,0,0,0,very_weak
370,PREV_CHANNEL_TYPE_Channel of corporate sales_MEAN,291057,binary,-0.0086,3e-06,-0.0122,-0.005,-0.0079,2.1e-05,-0.0086,3e-06,0.0001,0.0,0.0001,0.0086,pearson,-0.0086,3e-06,none,negligible,True,False,0.000649,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0086,0,0,0,0,0,very_weak
371,PREV_CHANNEL_TYPE_Contact center_MEAN,291057,binary,0.0121,0.0,0.0085,0.0158,0.0192,0.0,0.0121,0.0,0.0008,0.0004,0.0001,0.0192,spearman,0.0192,0.0,positive,negligible,True,False,0.000836,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0192,0,0,0,0,0,very_weak
372,PREV_CHANNEL_TYPE_Country-wide_MEAN,291057,binary,-0.0014,0.44258,-0.0051,0.0022,-0.0024,0.187107,-0.0014,0.44258,0.0051,0.0026,0.0,0.0024,spearman,-0.0024,0.187107,none,negligible,False,False,0.006411,weak,True,0.0078,True,1.0442,-0.0024,0.0015,very_weak,False,6,348,,0.0024,0,1,0,0,1,very_weak
373,PREV_CHANNEL_TYPE_Credit and cash offices_MEAN,291057,binary,0.0104,0.0,0.0067,0.014,0.0095,0.0,0.0104,0.0,0.0018,0.0009,0.0001,0.0104,pearson,0.0104,0.0,positive,negligible,True,False,0.001725,negligible,False,0.0103,True,1.0937,0.0095,0.0024,very_weak,False,6,414,,0.0104,0,0,0,0,0,very_weak
374,PREV_CHANNEL_TYPE_Regional / Local_MEAN,291057,binary,-0.0091,1e-06,-0.0127,-0.0054,-0.0119,0.0,-0.0091,1e-06,0.0006,0.0003,0.0001,0.0119,spearman,-0.0119,0.0,negative,negligible,True,False,0.000795,negligible,False,0.0095,True,1.0375,-0.0119,0.0025,very_weak,False,3,201,,0.0119,0,0,0,0,0,very_weak
375,PREV_CHANNEL_TYPE_Stone_MEAN,291057,binary,-0.0212,0.0,-0.0248,-0.0176,-0.025,0.0,-0.0212,0.0,0.0019,0.0009,0.0004,0.025,spearman,-0.025,0.0,negative,negligible,True,False,0.001919,negligible,False,0.0191,True,1.0809,-0.025,0.0096,very_weak,False,5,244,,0.025,0,0,0,0,0,very_weak
376,PREV_CHANNEL_TYPE_nan_MEAN,291057,binary,,,,,,,,,0.0001,0.0,,,none,,,unknown,unknown,False,False,,unknown,False,,False,,,,none,False,0,0,insufficient_data,,0,0,0,0,0,very_weak
377,PREV_CNT_PAYMENT_MEAN,290642,binary,0.0277,0.0,0.0241,0.0314,0.023,0.0,0.0277,0.0,0.0021,0.0011,0.0008,0.0277,pearson,0.0277,0.0,positive,negligible,True,False,0.003228,negligible,False,0.0393,True,1.3276,0.023,0.0193,very_weak,False,10,2838,,0.0277,0,0,1,1,2,weak
378,PREV_CNT_PAYMENT_SUM,291057,binary,0.0277,0.0,0.0241,0.0313,0.0085,4e-06,0.0277,0.0,0.0017,0.0008,0.0008,0.0277,pearson,0.0277,0.0,positive,negligible,True,False,0.001261,negligible,False,0.0311,True,1.2848,0.0085,0.0134,very_weak,False,10,727,,0.0277,0,0,1,0,1,very_weak
379,PREV_CODE_REJECT_REASON_CLIENT_MEAN,291057,binary,0.0009,0.618377,-0.0027,0.0046,-0.0001,0.948723,0.0009,0.618377,0.0003,0.0001,0.0,0.0009,point_biserial,0.0009,0.618377,none,negligible,False,False,0.0,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0009,0,0,0,0,0,very_weak
380,PREV_CODE_REJECT_REASON_HC_MEAN,291057,binary,0.0545,0.0,0.0509,0.0582,0.0506,0.0,0.0545,0.0,0.0018,0.0009,0.003,0.0545,point_biserial,0.0545,0.0,positive,negligible,True,False,0.002056,negligible,False,0.0479,True,1.5273,0.0506,0.0321,weak,False,3,388,,0.0545,1,0,1,1,3,weak
381,PREV_CODE_REJECT_REASON_LIMIT_MEAN,291057,binary,0.0398,0.0,0.0362,0.0435,0.0443,0.0,0.0398,0.0,0.0012,0.0006,0.0016,0.0443,spearman,0.0443,0.0,positive,negligible,True,False,0.001641,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0443,0,0,0,0,0,very_weak
382,PREV_CODE_REJECT_REASON_SCOFR_MEAN,291057,binary,0.0559,0.0,0.0522,0.0595,0.0637,0.0,0.0559,0.0,0.0018,0.0009,0.0031,0.0637,spearman,0.0637,0.0,positive,negligible,True,False,0.001122,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0637,1,0,0,0,1,very_weak
383,PREV_CODE_REJECT_REASON_SCO_MEAN,291057,binary,0.0122,0.0,0.0086,0.0158,0.0173,0.0,0.0122,0.0,0.0006,0.0003,0.0001,0.0173,spearman,0.0173,0.0,positive,negligible,True,False,0.0,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0173,0,0,0,0,0,very_weak
384,PREV_CODE_REJECT_REASON_SYSTEM_MEAN,291057,binary,-0.0007,0.716624,-0.0043,0.003,-0.0015,0.411282,-0.0007,0.716624,0.0001,0.0,0.0,0.0015,spearman,-0.0015,0.411282,none,negligible,False,False,0.000399,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0015,0,0,0,0,0,very_weak
385,PREV_CODE_REJECT_REASON_VERIF_MEAN,291057,binary,0.0007,0.713802,-0.003,0.0043,0.0056,0.002541,0.0007,0.713802,0.0001,0.0001,0.0,0.0056,spearman,0.0056,0.002541,none,negligible,True,False,0.0,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0056,0,0,0,0,0,very_weak
386,PREV_CODE_REJECT_REASON_XAP_MEAN,291057,binary,-0.0739,0.0,-0.0775,-0.0703,-0.0651,0.0,-0.0739,0.0,0.0315,0.0157,0.0055,0.0739,pearson,-0.0739,0.0,negative,negligible,True,False,0.033872,moderate,True,0.0632,True,1.6562,-0.0651,0.0627,weak,True,4,394,,0.0739,1,2,1,1,5,moderate
387,PREV_CODE_REJECT_REASON_XNA_MEAN,291057,binary,0.004,0.031359,0.0004,0.0076,0.0071,0.000127,0.004,0.031359,0.0003,0.0002,0.0,0.0071,spearman,0.0071,0.000127,none,negligible,True,False,0.0,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0071,0,0,0,0,0,very_weak
388,PREV_CODE_REJECT_REASON_nan_MEAN,291057,binary,,,,,,,,,0.0001,0.0,,,none,,,unknown,unknown,False,False,,unknown,False,,False,,,,none,False,0,0,insufficient_data,,0,0,0,0,0,very_weak
389,PREV_CREDIT_TO_ANNUITY_RATIO_MAX,290639,binary,0.0127,0.0,0.009,0.0163,0.0125,0.0,0.0127,0.0,0.0071,0.0035,0.0002,0.0127,point_biserial,0.0127,0.0,positive,negligible,True,False,0.00806,weak,True,0.0353,True,1.2902,0.0125,0.0115,very_weak,False,9,132973,,0.0127,0,1,1,0,2,weak
390,PREV_CREDIT_TO_ANNUITY_RATIO_MEAN,290639,binary,0.0272,0.0,0.0236,0.0308,0.0292,0.0,0.0272,0.0,0.003,0.0015,0.0007,0.0292,spearman,0.0292,0.0,positive,negligible,True,False,0.003016,negligible,False,0.024,True,1.1908,0.0292,0.0146,very_weak,False,10,277142,,0.0292,0,0,0,0,0,very_weak
